title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Ground Clearance,Power,Mileage,Fuel,Drive Type,Seating Capacity,No. of Airbags,Length,Global NCAP Safety Rating,Top Speed,Boot Space,Range,Battery Capacity,Charging Time DC,Charging Time AC
2011 Hyundai i10 Magna,₹2.45 Lakh,"Chinchwadgaon, Pune",May 2011,Comprehensive,Petrol,5 Seats,"42,000 Kms",Pune,First Owner,1197 cc,Manual,2011,1197 cc,,78.9 bhp,20.36 kmpl,Petrol,,,,3585mm,,,,,,,
2015 Renault Duster 110PS Diesel RxZ,₹4.85 Lakh,"Chinchwadgaon, Pune",May 2015,Comprehensive,Diesel,5 Seats,"78,000 Kms",Pune,Second Owner,1461 cc,Manual,2015,1461 cc,205mm,108.45 bhp,19.01 kmpl,,FWD,,,,,,,,,,
2017 Hyundai Creta 1.4 E Plus CRDi,₹8.40 Lakh,"Kharadi, Pune",Sept 2017,Expired,Diesel,5 Seats,"77,104 Kms",Pune,First Owner,1396 cc,Manual,2017,1396 cc,,88.7 bhp,22.1 kmpl,Diesel,FWD,,,,,,,,,,
2012 Renault Scala Diesel RxL,₹2.20 Lakh,Pune,2012,Expired,Diesel,5 Seats,"1,20,000 Kms",Pimpri chinchwad,Second Owner,1461 cc,Manual,2012,1461 cc,,84.8 bhp,21.64 kmpl,Diesel,,,,,,,,,,,
2020 Hyundai Grand i10 Nios Sportz CNG,₹6.44 Lakh,"Undri, Pune",Oct 2020,Expired,CNG,5 Seats,"17,637 Kms",Pimpri chinchwad,First Owner,1197 cc,Manual,2020,,,,,,,,,,,,,,,,
2021 Renault Kiger RXT,₹6.12 Lakh,"Wakad, Pune",Jan 2022,Comprehensive,Petrol,5 Seats,"37,995 Kms",Pune,First Owner,999 cc,Manual,2021,999 cc,205,71.01 bhp,19.17 kmpl,Petrol,,,,,,,,,,,
2019 Hyundai Grand i10 1.2 Kappa Magna BSIV,₹4.91 Lakh,"Wakad, Pune",Aug 2019,Comprehensive,Petrol,5 Seats,"51,856 Kms",Pune,First Owner,1197 cc,Manual,2019,,,,,,,,,,,,,,,,
2021 Volkswagen Taigun 1.0 TSI Highline BSVI,₹11 Lakh,"Hadapsar, Pune",Dec 2021,Comprehensive,Petrol,5 Seats,"34,330 Kms",Pimpri chinchwad,First Owner,999 cc,Manual,2021,999 cc,188,113.98 bhp,20.08 kmpl,Petrol,,5,,,,,,,,,
2012 Hyundai i10 Sportz AT,₹3.25 Lakh,"Pashan, Pune",Jun 2012,Expired,Petrol,5 Seats,"78,394 Kms",Pune,First Owner,1197 cc,Automatic,2012,1197 cc,,78.9 bhp,16.95 kmpl,Petrol,,,,3585mm,,,,,,,
2018 Maruti Baleno Delta Diesel,₹5.58 Lakh,"Wakad, Pune",Jan 2019,Comprehensive,Diesel,5 Seats,"37,071 Kms",Pune,First Owner,1248 cc,Manual,2018,1248 cc,,74 bhp,27.39 kmpl,Diesel,,,2,,,,,,,,
2019 Maruti Celerio ZXI Optional AMT BSIV,₹4.75 Lakh,"Kasarwadi, Pune",May 2019,Expired,Petrol,5 Seats,"76,620 Kms",Pimpri chinchwad,First Owner,998 cc,Automatic,2019,998 cc,,67.04 bhp,23.1 kmpl,Petrol,,,2,,,,,,,,
2012 Mini Cooper Hatch,₹14 Lakh,"R.s., Pune",Jun 2012,Expired,Petrol,5 Seats,"49,300 Kms",Nashik,Third Owner,1598 cc,Automatic,2012,1598 cc,,120.7 bhp,15.6 kmpl,Petrol,,,,3723mm,,,,,,,
2012 Volkswagen Vento Petrol Highline,₹3 Lakh,"Khondhwa KH, Pune",Jan 2012,Comprehensive,Petrol,5 Seats,"77,000 Kms",Pimpri chinchwad,First Owner,1598 cc,Manual,2012,1598 cc,,103.6 bhp,15.04 kmpl,Petrol,,,,,,,,,,,
2016 Ford Figo 1.5D Base MT,₹2.60 Lakh,Pune,2016,Expired,Diesel,5 Seats,"40,000 Kms",,First Owner,1498 cc,Manual,2016,1498 cc,,99 bhp,25.83 kmpl,Diesel,,,,3886mm,,,,,,,
2014 Honda Mobilio S i-DTEC,₹3.99 Lakh,"Devale, Pune",Sept 2014,Comprehensive,Diesel,7 Seats,"1,11,337 Kms",Mumbai,Second Owner,1498 cc,Manual,2014,,,,,,,,,,,,,,,,
2013 Hyundai EON Magna Plus,₹2.45 Lakh,"Balewadi, Pune",Sept 2013,Expired,Petrol,5 Seats,"61,000 Kms",Pune,First Owner,814 cc,Manual,2013,814 cc,,55.2 bhp,21.1 kmpl,Petrol,,,,3495mm,,,,,,,
2017 Hyundai EON Magna Plus,₹3.10 Lakh,"Thathawade, Pune",Oct 2017,Third Party,Petrol,5 Seats,"38,453 Kms",Nashik,First Owner,814 cc,Manual,2017,814 cc,,55.2 bhp,21.1 kmpl,Petrol,,,,3495mm,,,,,,,
2015 Renault KWID RXT,₹2.26 Lakh,"Hadapsar, Pune",Feb 2016,Comprehensive,Petrol,5 Seats,"57,327 Kms",panvel,Second Owner,799 cc,Manual,2015,799 cc,,53.3 bhp,25.17 kmpl,Petrol,,,,3679mm,,,,,,,
2016 Skoda Rapid 1.5 TDI AT Ambition,₹5.89 Lakh,"Thathawade, Pune",Jun 2016,Third Party,Diesel,5 Seats,"81,017 Kms",Pune,First Owner,1498 cc,Automatic,2016,1498 cc,,103.52 bhp,21.66 kmpl,Diesel,,,,,,,,,,,
2022 Tata Tigor XZ Plus CNG BSVI,₹6.50 Lakh,Pune,2022,Expired,CNG,5 Seats,"50,000 Kms",MM14,First Owner,1199 cc,Manual,2022,1199 cc,,72.40 bhp,26.49 km/kg,CNG,,,2,,,,,,,,
2010 Maruti Ritz LDi,₹2.55 Lakh,"Chinchwadgaon, Pune",Feb 2011,Third Party,Diesel,5 Seats,"85,000 Kms",Pune,First Owner,1248 cc,Manual,2010,,,,,,,,,,,,,,,,
2019 Tata Tiago XZA Plus,₹4.70 Lakh,"Thathawade, Pune",Sept 2019,Comprehensive,Petrol,5 Seats,"69,504 Kms",Thane,First Owner,1199 cc,Automatic,2019,1199 cc,,83.83 bhp,23.84 kmpl,Petrol,,,2,,,,,,,,
2010 Chevrolet Spark 1.0 PS,₹1.10 Lakh,Pune,2010,Expired,Petrol,5 Seats,"30,000 Kms",Pune,First Owner,995 cc,Manual,2010,995 cc,,,16 kmpl,Petrol,,,,"3,495 mm",,,,,,,
2018 Honda WR-V i-DTEC VX,₹7.25 Lakh,"Rahatani, Pune",Apr 2018,Expired,Diesel,5 Seats,"89,000 Kms",panvel,First Owner,1498 cc,Manual,2018,1498 cc,188mm,98.6 bhp,25.5 kmpl,,FWD,,,,,,,,,,
2017 Maruti Ciaz VDi Plus SHVS,₹6.05 Lakh,"Rahatani, Pune",Jul 2017,Comprehensive,Diesel,5 Seats,"88,000 Kms",Thane,First Owner,1248 cc,Manual,2017,1248 cc,,88.5 bhp,28.09 kmpl,Diesel,,,,,,,,,,,
2013 Skoda Rapid 1.6 TDI Elegance,₹3.49 Lakh,"Yerwada, Pune",Nov 2013,Third Party,Diesel,5 Seats,"74,000 Kms",Mumbai,First Owner,1598 cc,Manual,2013,1598 cc,,103.5 bhp,20.5 kmpl,Diesel,,,,,,,,,,,
2013 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹3.24 Lakh,"Hadapsar, Pune",Jan 2014,Comprehensive,Petrol,5 Seats,"1,07,896 Kms",Pune,First Owner,1197 cc,Manual,2013,1197 cc,,81.86 bhp,18.9 kmpl,Petrol,,,2,,,,,,,,
2015 Maruti Swift VVT VXI,₹4.35 Lakh,"Balewadi, Pune",Jul 2015,Expired,Petrol,5 Seats,"89,000 Kms",Pune,First Owner,1197 cc,Manual,2015,1197 cc,,81.80 bhp,22 kmpl,Petrol,,,,3840mm,,,,,,,
2020 Hyundai i20 Sportz Plus,₹5.83 Lakh,"Thathawade, Pune",Oct 2020,Expired,Petrol,5 Seats,"73,982 Kms",Pimpri chinchwad,First Owner,1197 cc,Manual,2020,1197 cc,,81.86 bhp,18.6 kmpl,Petrol,,,2,,,,,,,,
2011 Volkswagen Polo Petrol Highline 1.2L,₹1.85 Lakh,"Viman Nagar, Pune",Mar 2011,Third Party,Petrol,5 Seats,"72,000 Kms",Mumbai,Third Owner,1198 cc,Manual,2011,1198 cc,,73.9 bhp,16.47 kmpl,Petrol,,,,3970mm,,,,,,,
2017 Nissan Micra XL CVT,₹3.75 Lakh,"Wakad, Pune",Oct 2017,Comprehensive,Petrol,5 Seats,"30,945 Kms",Pune,First Owner,1198 cc,Automatic,2017,,,,,,,,,,,,,,,,
2018 Tata Tiago 1.2 Revotron XZA,₹4.79 Lakh,"Pimple Saudagar, Pune",Jan 2019,Expired,Petrol,5 Seats,"72,000 Kms",Pune,First Owner,1199 cc,Automatic,2018,1199 cc,,83.83 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,
2009 Maruti Wagon R LXI Minor,₹1.55 Lakh,"Chikhlee B.o, Pune",Oct 2009,Third Party,Petrol,5 Seats,"70,000 Kms",Ratnagiri,First Owner,1061 cc,Manual,2009,1061 cc,,67 bhp,18.9 kmpl,Petrol,,,,3595mm,,,,,,,
2020 Tata Tiago 1.2 Revotron XZ Plus,₹5.47 Lakh,"Wakad, Pune",Oct 2020,Comprehensive,Petrol,5 Seats,"19,007 Kms",Satara,First Owner,1199 cc,Manual,2020,1199 cc,,84 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,
2013 Audi Q7 3.0 TDI quattro,₹15.25 Lakh,"Mundhwa, Pune",May 2013,Comprehensive,Diesel,7 Seats,"91,000 Kms",Mumbai,Second Owner,2967 cc,Automatic,2013,2967 cc,,241.4 bhp,,Diesel,AWD,,,,,215 kmph,,,,,
2007 Hyundai Verna CRDi,₹2.05 Lakh,"Hadapsar, Pune",Apr 2007,Third Party,Diesel,5 Seats,"1,57,718 Kms",Pune,First Owner,1493 cc,Manual,2007,1493 cc,,,16.8 kmpl,Diesel,,,,,,,,,,,
2016 Tata Zest Quadrajet 1.3 XT,₹4.07 Lakh,"Wakad, Pune",Oct 2016,Comprehensive,Diesel,5 Seats,"49,445 Kms",Pune,First Owner,1248 cc,Manual,2016,1248 cc,,88.7 bhp,20.65 kmpl,Diesel,,,2,,,,,,,,
2020 Hyundai Venue S BSIV,₹7.75 Lakh,"Kasarwadi, Pune",Dec 2020,Third Party,Petrol,5 Seats,"32,546 Kms",Pune,First Owner,1197 cc,Manual,2020,1197 cc,,81.86 bhp,17.52 kmpl,Petrol,FWD,,,,,,,,,,
2023 Volkswagen Virtus Topline,₹15.75 Lakh,"Hadapsar, Pune",,Expired,Petrol,5 Seats,"7,093 Kms",,,999 cc,Manual,2023,999 cc,,113.98 bhp,19.4 kmpl,Petrol,,,,,5 Star,,521 Litres,,,,
2013 Volkswagen Vento 1.5 TDI Highline,₹2.80 Lakh,Pune,2013,Expired,Diesel,5 Seats,"1,20,000 Kms",New Delhi,Second Owner,1498 cc,Manual,2013,1498 cc,,103.2 bhp,20.34 kmpl,Diesel,,,,,,,,,,,
2019 Tata Nexon 1.2 Revotron XZA Plus,₹6.70 Lakh,"Kothrud, Pune",May 2019,Comprehensive,Petrol,5 Seats,"36,000 Kms",Pune,First Owner,1198 cc,Automatic,2019,1198 cc,,108.5 bhp,17 kmpl,Petrol,FWD,,,,,,,,,,
2021 Tata Nexon XZA Plus (O) AMT Diesel,₹9.29 Lakh,"Wakad, Pune",Sept 2021,Comprehensive,Diesel,5 Seats,"23,036 Kms",Pune,First Owner,1497 cc,Automatic,2021,1497 cc,209,108.49 bhp,22.07 kmpl,Diesel,,5,,,,,,,,,
2013 Honda Brio S MT,₹3 Lakh,"Kothrud, Pune",Mar 2013,Comprehensive,Petrol,5 Seats,"41,000 Kms",Pune,First Owner,1198 cc,Manual,2013,1198 cc,,86.8 bhp,19.4 kmpl,Petrol,,,,3610mm,,,,,,,
2013 Volkswagen Polo 1.2 MPI Comfortline,₹3.95 Lakh,"Dehu Road Cantt, Pune",Sept 2013,Comprehensive,Petrol,5 Seats,"58,845 Kms",Pune,First Owner,1198 cc,Manual,2013,1198 cc,,74 bhp,16.47 kmpl,Petrol,,,,3971mm,,,,,,,
2016 Maruti Ciaz ZXi,₹6.75 Lakh,"Pashan, Pune",Jan 2017,Expired,Petrol,5 Seats,"76,000 Kms",baramati,First Owner,1373 cc,Manual,2016,1373 cc,,91.1 bhp,20.73 kmpl,Petrol,,,,,,,,,,,
2011 Chevrolet Beat LS,₹1.60 Lakh,"Pashan, Pune",Jan 2012,Expired,Petrol,5 Seats,"52,236 Kms",Pune,Second Owner,1199 cc,Manual,2011,1199 cc,,79.4 bhp,18.6 kmpl,Petrol,,,,3640mm,,,,,,,
2017 Hyundai Grand i10 Sportz,₹3.80 Lakh,Pune,2017,Expired,Petrol,5 Seats,"60,000 Kms",Pune,First Owner,1197 cc,Manual,2017,1197 cc,,82 bhp,18.9 kmpl,Petrol,,,,3765mm,,,,,,,
2010 Toyota Innova 2.5 G (Diesel) 8 Seater BS III,₹4.60 Lakh,"Chikhlee B.O, Pune",Aug 2010,Third Party,Diesel,8 Seats,"1,90,000 Kms",Thane,Second Owner,2494 cc,Manual,2010,2494 cc,,,12.8 kmpl,Diesel,,8,,,,,,,,,
2018 Jaguar F-Pace Prestige 2.0 AWD,₹35.50 Lakh,"Baner, Pune",Feb 2018,Expired,Diesel,5 Seats,"58,100 Kms",Mumbai,Second Owner,1999 cc,Automatic,2018,1999 cc,213mm,177 bhp,16.38 kmpl,,FWD,5,,,,,,,,,
2018 Tata Tiago 1.2 Revotron XZA,₹4.50 Lakh,"Kothrud, Pune",Jan 2018,Expired,Petrol,5 Seats,"60,000 Kms",Pimpri chinchwad,First Owner,1199 cc,Automatic,2018,1199 cc,,83.83 bhp,23.84 kmpl,Petrol,,,,3746mm,,,,,,,
2014 Honda City i VTEC SV,₹4.45 Lakh,"Kothrud, Pune",Dec 2014,Comprehensive,Petrol,5 Seats,"70,000 Kms",Pune,First Owner,1497 cc,Manual,2014,1497 cc,,117.3 bhp,17.8 kmpl,Petrol,,,,,,,,,,,
2016 Honda Brio VX AT,₹4.21 Lakh,"Dehu Road Cantt, Pune",Apr 2017,Comprehensive,Petrol,5 Seats,"59,030 Kms",Pune,First Owner,1198 cc,Automatic,2016,,,,,,,,,,,,,,,,
2018 Honda WR-V i-DTEC VX,₹7.25 Lakh,"Hadapsar, Pune",Jan 2019,Comprehensive,Diesel,5 Seats,"55,000 Kms",Pimpri chinchwad,First Owner,1498 cc,Manual,2018,1498 cc,188mm,98.6 bhp,25.5 kmpl,,FWD,,,,,,,,,,
2014 Volkswagen Polo 1.2 MPI Highline,₹3.40 Lakh,"Khondhwa KH, Pune",May 2014,Comprehensive,Petrol,5 Seats,"64,000 Kms",panvel,Second Owner,1198 cc,Manual,2014,1198 cc,,74 bhp,16.47 kmpl,Petrol,,,,3971mm,,,,,,,
2014 BMW 7 Series 730Ld,₹21.75 Lakh,"Fatima Nagar, Pune",Sept 2014,Expired,Diesel,5 Seats,"57,600 Kms",Navi Mumbai,Second Owner,2993 cc,Automatic,2014,2993 cc,,258 bhp,,Diesel,RWD,,,,,250 kmph,,,,,
2014 Maruti Wagon R LXI CNG,₹3.57 Lakh,"Hadapsar, Pune",Jan 2015,Comprehensive,CNG,5 Seats,"44,491 Kms",Pimpri chinchwad,First Owner,998 cc,Manual,2014,998 cc,,58.16 bhp,26.6 km/kg,CNG,,,,3599mm,,,,,,,
2010 Audi A6 2.7 TDI,₹5 Lakh,"Kharadi, Pune",Jun 2010,Expired,Diesel,5 Seats,"1,31,000 Kms",Pimpri chinchwad,Second Owner,2698 cc,Automatic,2010,2698 cc,,,,Diesel,FWD,5,,,,227 kmph,,,,,
2013 Hyundai Verna 1.6 SX,₹4.90 Lakh,"Sadashiv Peth, Pune",Oct 2013,Expired,Diesel,5 Seats,"86,000 Kms",Pimpri chinchwad,First Owner,1582 cc,Manual,2013,1582 cc,,126.32 bhp,22.32 kmpl,Diesel,,,,,,,,,,,
2021 Kia Sonet GTX Plus Diesel BSVI,₹11.25 Lakh,"Kothrud, Pune",Aug 2021,Expired,Diesel,5 Seats,"39,000 Kms",Pune,First Owner,1493 cc,Manual,2021,1493 cc,,98.63 bhp,,Diesel,FWD,5,6,,,,,,,,
2021 Tata Harrier XZA Plus AT BSVI,₹17.50 Lakh,"Camp, Pune",Sept 2021,Comprehensive,Diesel,5 Seats,"45,000 Kms",Ahmednagar,First Owner,1956 cc,Automatic,2021,1956 cc,,167.67 bhp,14.6 kmpl,Diesel,,5,6,,,,,,,,
2016 Maruti Wagon R VXI BS IV,₹3.41 Lakh,"Thathawade, Pune",Jun 2016,Third Party,Petrol,5 Seats,"50,671 Kms",Pune,First Owner,998 cc,Manual,2016,998 cc,,67.04 bhp,20.51 kmpl,Petrol,,,,3599mm,,,,,,,
2014 Hyundai EON Sportz,₹2.52 Lakh,"Wakad, Pune",Feb 2015,Expired,Petrol,5 Seats,"50,375 Kms",Aurangabad,Second Owner,814 cc,Manual,2014,814 cc,,55.2 bhp,21.1 kmpl,Petrol,,,,3495mm,,,,,,,
2015 Toyota Corolla Altis 1.8 VL AT,₹6.75 Lakh,"Fatima Nagar, Pune",Jan 2015,Expired,Petrol,5 Seats,"78,600 Kms",Mumbai,Second Owner,1794 cc,Automatic,2015,1794 cc,,138.1 bhp,14.53 kmpl,Petrol,,,,,,,,,,,
2010 Ford Figo Petrol Titanium,₹1.99 Lakh,"Hadapsar, Pune",Aug 2010,Comprehensive,Petrol,5 Seats,"38,515 Kms",Pimpri chinchwad,First Owner,1196 cc,Manual,2010,1196 cc,,70 bhp,15.6 kmpl,Petrol,,,,3795mm,,,,,,,
2018 Volkswagen Polo 1.0 MPI Highline,₹6.70 Lakh,"Hadapsar, Pune",Jan 2019,Comprehensive,Petrol,5 Seats,"52,400 Kms",Pimpri chinchwad,First Owner,999 cc,Manual,2018,,,,,,,,,,,,,,,,
2018 Maruti S Cross Zeta DDiS 200 SH,₹8.25 Lakh,"Chinchwadgaon, Pune",Apr 2018,Expired,Diesel,5 Seats,"94,000 Kms",Pune,First Owner,1248 cc,Manual,2018,1248 cc,180mm,88.5 bhp,25.1 kmpl,,FWD,,,,,,,,,,
2019 Maruti Ciaz Delta BSIV,₹6.99 Lakh,"Thathawade, Pune",Aug 2019,Comprehensive,Petrol,5 Seats,"27,292 Kms",Mumbai,First Owner,1462 cc,Manual,2019,1462 cc,,103.25 bhp,21.56 kmpl,Petrol,,,2,,,,,,,,
2018 Maruti Swift AMT ZXI,₹5.85 Lakh,"Devale, Pune",Aug 2018,Comprehensive,Petrol,5 Seats,"75,600 Kms",panvel,First Owner,1197 cc,Automatic,2018,1197 cc,,81.80 bhp,21.21 kmpl,Petrol,,,2,,,,,,,,
2018 Audi Q3 35 TDI Quattro Technology,₹18.90 Lakh,Pune,2018,Expired,Diesel,5 Seats,"1,50,000 Kms",Pune,First Owner,1968 cc,Automatic,2018,1968 cc,,181 bhp,,Diesel,AWD,5,,,,219 kmph,,,,,
2021 Hyundai Venue SX Plus Turbo DCT,₹9.65 Lakh,"Thathawade, Pune",Sept 2021,Expired,Petrol,5 Seats,"29,642 Kms",Pimpri chinchwad,First Owner,998 cc,Automatic,2021,,,,,,,,,,,,,,,,
2011 Mahindra Scorpio EX,₹5.65 Lakh,"Dehu Road Cantt, Pune",Dec 2011,Comprehensive,Diesel,8 Seats,"77,051 Kms",Pimpri chinchwad,First Owner,2523 cc,Manual,2011,2523 cc,180mm,75 bhp,14 kmpl,,FWD,,,,,,,,,,
2013 Honda City S,₹3.65 Lakh,"Devale, Pune",Mar 2013,Comprehensive,Petrol,5 Seats,"1,50,000 Kms",Pimpri chinchwad,First Owner,1497 cc,Manual,2013,1497 cc,,116.4 bhp,16.8 kmpl,Petrol,,,,,,,,,,,
2021 Hyundai Venue SX Turbo,₹8.34 Lakh,"Wakad, Pune",Oct 2021,Comprehensive,Petrol,5 Seats,"53,441 Kms",Pune,First Owner,998 cc,Manual,2021,998 cc,,118.35 bhp,18.27 kmpl,Petrol,FWD,,,,,,,,,,
2016 Maruti Wagon R AMT VXI,₹3.67 Lakh,"Undri, Pune",Aug 2016,Third Party,Petrol,5 Seats,"25,849 Kms",Pune,First Owner,998 cc,Automatic,2016,998 cc,,67 bhp,20.51 kmpl,Petrol,,,,3599mm,,,,,,,
2012 Mahindra XUV500 W8 FWD,₹4.95 Lakh,"Hadapsar, Pune",Mar 2012,Third Party,Diesel,7 Seats,"1,49,000 Kms",Pune,Second Owner,2179 cc,Manual,2012,2179 cc,,140 bhp,15.1 kmpl,Diesel,AWD,7,,,,,,,,,
2020 Tata Tiago XZ Plus,₹4.95 Lakh,"Devale, Pune",Mar 2020,Comprehensive,Petrol,5 Seats,"51,000 Kms",Pimpri chinchwad,Second Owner,1199 cc,Manual,2020,1199 cc,,83.83 bhp,23.84 kmpl,Petrol,,,2,,,,,,,,
2018 Renault Duster Petrol RXS CVT,₹6.66 Lakh,"Thathawade, Pune",Mar 2019,Zero Dep,Petrol,5 Seats,"18,356 Kms",Pune,First Owner,1498 cc,Automatic,2018,1498 cc,205mm,104.5 bhp,14.99 kmpl,,FWD,,,,,,,,,,
2017 Maruti Swift VXI,₹4.98 Lakh,"Hadapsar, Pune",Jun 2017,Comprehensive,Petrol,5 Seats,"48,194 Kms",Pune,First Owner,1197 cc,Manual,2017,1197 cc,,85.8 bhp,18.6 kmpl,Petrol,,,,3850mm,,,,,,,
2012 Maruti Swift ZDi,₹3.99 Lakh,"Rahatani, Pune",Feb 2012,Expired,Diesel,5 Seats,"1,55,000 Kms",vasai,Second Owner,1248 cc,Manual,2012,1248 cc,,74 bhp,22.9 kmpl,Diesel,,,,3850mm,,,,,,,
2022 Renault KWID 1.0 RXT AMT BSVI,₹4.75 Lakh,"Kothrud, Pune",Sept 2022,Comprehensive,Petrol,5 Seats,"21,000 Kms",Pune,First Owner,999 cc,Automatic,2022,999 cc,,67.06 bhp,22.3 kmpl,Petrol,,,2,,,,,,,,
2021 Tata Tiago NRG XZ,₹5.72 Lakh,"Wagholi, Pune",Aug 2021,Comprehensive,Petrol,5 Seats,"31,317 Kms",Pune,First Owner,1199 cc,Manual,2021,1199 cc,,84.82 bhp,20.09 kmpl,Petrol,,,,,4 Star,,242 Litres,,,,
2014 Volkswagen Polo 1.2 MPI Highline,₹3.75 Lakh,"Yerwada, Pune",Dec 2014,Comprehensive,Petrol,5 Seats,"52,000 Kms",Mumbai,Second Owner,1198 cc,Manual,2014,1198 cc,,74 bhp,16.47 kmpl,Petrol,,,,3971mm,,,,,,,
2021 Skoda Kushaq 1.0 TSI Active BSVI,₹8.50 Lakh,Pune,2021,Expired,Petrol,5 Seats,"40,000 Kms",Pune,First Owner,999 cc,Manual,2021,999 cc,188mm,113.98 bhp,19.2 kmpl,,FWD,,,,,,,,,,
2014 Mercedes-Benz E-Class E 200 CGI,₹14.50 Lakh,"Undri, Pune",Sept 2014,Expired,Petrol,5 Seats,"45,440 Kms",Mumbai,Second Owner,1991 cc,Automatic,2014,1991 cc,,184 bhp,,Petrol,RWD,5,,,,233 kmph,,,,,
2019 Maruti Wagon R VXI 1.2,₹4.25 Lakh,Pune,2019,Expired,Petrol,5 Seats,"20,000 Kms",Pune,First Owner,1197 cc,Manual,2019,1197 cc,,81.80 bhp,20.52 kmpl,Petrol,,,1,,,,,,,,
2022 Kia Seltos HTX Plus Diesel,₹21.22 Lakh,Pune,2022,Expired,Diesel,5 Seats,"80,000 Kms",Pimpri chinchwad,First Owner,1493 cc,Manual,2022,1493 cc,,113.43 bhp,20.8 kmpl,Diesel,FWD,5,,,,,,,,,
2016 Renault KWID RXT,₹2.93 Lakh,"Wakad, Pune",Aug 2016,Comprehensive,Petrol,5 Seats,"36,992 Kms",Pune,First Owner,799 cc,Manual,2016,799 cc,,53.3 bhp,25.17 kmpl,Petrol,,,,3679mm,,,,,,,
2019 Mahindra XUV500 W5,₹8.95 Lakh,"Chinchwadgaon, Pune",Dec 2019,Third Party,Diesel,7 Seats,"78,400 Kms",Pimpri chinchwad,First Owner,2179 cc,Manual,2019,2179 cc,200mm,152.87 bhp,,Diesel,FWD,7,,,,,,,,,
2019 Maruti Celerio VXI Optional AMT BSIV,₹4.69 Lakh,"Thathawade, Pune",Oct 2019,Third Party,Petrol,5 Seats,"34,823 Kms",Pimpri chinchwad,First Owner,998 cc,Automatic,2019,998 cc,,67.04 bhp,23.1 kmpl,Petrol,,,2,,,,,,,,
2014 Hyundai i20 Asta 1.2,₹3.80 Lakh,"Pimpri P F, Pune",Jan 2015,Comprehensive,Petrol,5 Seats,"83,000 Kms",Thane,First Owner,1197 cc,Manual,2014,1197 cc,,81.83 bhp,18.6 kmpl,Petrol,,,,3985mm,,,,,,,
2014 Honda Amaze S i-Vtech,₹3.95 Lakh,"Dehu Road Cantt, Pune",Oct 2014,Comprehensive,Petrol,5 Seats,"80,120 Kms",Pune,First Owner,1198 cc,Manual,2014,1198 cc,,86.7 bhp,18 kmpl,Petrol,,,,,,,,,,,
2023 Nissan Magnite Turbo XV Premium Opt BSVI,₹7.50 Lakh,Pune,2023,Expired,Petrol,5 Seats,"20,000 Kms",Pune,First Owner,999 cc,Manual,2023,,,,,,,,,,,,,,,,
2012 Hyundai i20 1.2 Sportz,₹3.05 Lakh,"Rahatani, Pune",May 2012,Third Party,Petrol,5 Seats,"88,000 Kms",Pune,First Owner,1197 cc,Manual,2012,1197 cc,,,17 kmpl,Petrol,,,,3940 mm,,,,,,,
2018 Tata Tigor 1.2 Revotron XT,₹3.70 Lakh,"Kothrud, Pune",Jul 2018,Expired,Petrol,5 Seats,"74,000 Kms",Pimpri chinchwad,Second Owner,1199 cc,Manual,2018,1199 cc,,84 bhp,20.3 kmpl,Petrol,,,,,,,,,,,
2016 BMW X1 sDrive20d Expedition,₹16.50 Lakh,"Baner, Pune",Jun 2016,Comprehensive,Diesel,5 Seats,"34,500 Kms",Thane,Second Owner,1995 cc,Automatic,2016,1995 cc,,188 bhp,,Diesel,FWD,5,,,,222 kmph,,,,,
2015 Mercedes-Benz B Class B180 Sports,₹9 Lakh,Pune,2015,Expired,Petrol,5 Seats,"90,000 Kms",,Second Owner,1595 cc,Automatic,2015,1595 cc,,120.7 bhp,,Petrol,FWD,5,,,,190km/hr kmph,,,,,
2015 Volkswagen Polo 1.2 MPI Trendline,₹3.65 Lakh,"Kothrud, Pune",Dec 2015,Expired,Petrol,5 Seats,"98,000 Kms",Pune,First Owner,1198 cc,Manual,2015,1198 cc,,74 bhp,18.78 kmpl,Petrol,,,,3971mm,,,,,,,
2013 Maruti Ertiga ZDI,₹6 Lakh,"Kothrud, Pune",Jul 2013,Comprehensive,Diesel,7 Seats,"85,000 Kms",Pimpri chinchwad,First Owner,1248 cc,Manual,2013,1248 cc,,88.8 bhp,20.77 kmpl,Diesel,,7,,,,,,,,,
2012 Hyundai Verna 1.6 SX CRDI (O) AT,₹4 Lakh,"Viman Nagar, Pune",Nov 2012,Third Party,Diesel,5 Seats,"85,000 Kms",kalyan,Second Owner,1582 cc,Automatic,2012,1582 cc,,126.32 bhp,22.32 kmpl,Diesel,,,,,,,,,,,
2019 Maruti Ciaz Delta BSIV,₹6.20 Lakh,"Thathawade, Pune",Jul 2019,Comprehensive,Petrol,5 Seats,"54,675 Kms",Mumbai,Second Owner,1462 cc,Manual,2019,1462 cc,,103.25 bhp,21.56 kmpl,Petrol,,,2,,,,,,,,
