title,price,location,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Seating Capacity,Drive Type,Mileage,Fuel,No. of Airbags,Length,Ground Clearance,Top Speed,Range,Battery Capacity,Charging Time DC,Charging Time AC,Regenerative Braking Levels,Boot Space,Global NCAP Safety Rating
2020 Mercedes-Benz C-Class Progressive C 220d,₹33 Lakh,Chennai,2020,Expired,Diesel,5 Seats,"60,000 Kms",Chennai,Second Owner,1950 cc,Automatic,2020,1950 cc,194 bhp,,RWD,,Diesel,,,,240 kmph,,,,,,,
2022 Jeep Compass 2.0 Model S Opt,₹22.50 Lakh,"Thygaraya Nagar, Chennai",Oct 2022,Comprehensive,Diesel,5 Seats,"12,000 Kms",Chennai,First Owner,1956 cc,Manual,2022,1956 cc,168 bhp,5,FWD,17.1 kmpl,Diesel,,,,,,,,,,,5 Star
2018 Renault KWID Climber 1.0 MT,₹3.50 Lakh,"Thiruverkadu, Chennai",2018,Expired,Petrol,5 Seats,"50,000 Kms",Chennai,First Owner,999 cc,Manual,2018,999 cc,67 bhp,,,23.01 kmpl,Petrol,1,,,,,,,,,,
2016 Maruti Wagon R VXI 1.2,₹4.26 Lakh,"Vadapalani, Chennai",Oct 2016,Comprehensive,Petrol,5 Seats,"22,454 Kms",Tiruchirappalli,First Owner,1197 cc,Manual,2016,1197 cc,81.80 bhp,,,20.52 kmpl,Petrol,1,,,,,,,,,,
2013 Volkswagen Polo 1.5 TDI Highline,₹3.37 Lakh,"Vadapalani, Chennai",Sept 2013,Comprehensive,Diesel,5 Seats,"1,18,127 Kms",Chennai,Second Owner,1498 cc,Manual,2013,1498 cc,88 bhp,,,20.14 kmpl,Diesel,,3971mm,,,,,,,,,
2019 Renault Triber RXZ,₹4.78 Lakh,"Thiruverkadu, Chennai",Feb 2020,Comprehensive,Petrol,7 Seats,"82,655 Kms",Chennai,First Owner,999 cc,Manual,2019,999 cc,71.01 bhp,7,,20 kmpl,Petrol,,,,,,,,,,,4 Star
2016 Hyundai Grand i10 Asta Option AT,₹4.65 Lakh,"Thiruverkadu, Chennai",Jan 2016,Comprehensive,Petrol,5 Seats,"45,445 Kms",Chennai,Second Owner,1197 cc,Automatic,2016,1197 cc,82 bhp,,,18.9 kmpl,Petrol,,3765mm,,,,,,,,,
2016 Volkswagen Polo 1.2 MPI Highline,₹4.60 Lakh,"Thiruverkadu, Chennai",2016,Expired,Petrol,5 Seats,"40,000 Kms",Chennai,Second Owner,1199 cc,Manual,2016,1199 cc,74 bhp,,,16.2 kmpl,Petrol,,3971mm,,,,,,,,,
2023 Hyundai Venue SX,₹10.50 Lakh,"MEENAMBAKKAM, Chennai",Jan 2023,Comprehensive,Petrol,5 Seats,"17,000 Kms",Chennai,First Owner,1197 cc,Manual,2023,1197 cc,82 bhp,,FWD,20.36 kmpl,Petrol,,,,,,,,,,,4 Star
2022 Maruti XL6 Zeta,₹9.71 Lakh,"Anna Nagar, Chennai",Sept 2022,Comprehensive,Petrol,6 Seats,"25,081 Kms",Chennai,Second Owner,1462 cc,Manual,2022,1462 cc,103.2 bhp,6,,19.01 kmpl,Petrol,,,,,,,,,,,
2021 Maruti Swift Dzire VXI AT BSVI,₹7 Lakh,Chennai,2021,Expired,Petrol,5 Seats,"30,000 Kms",Chennai,First Owner,1197 cc,Automatic,2021,1197 cc,88.50 bhp,,,22.61 kmpl,Petrol,2,,,,,,,,,,
2022 Mahindra XUV300 W8 Diesel BSVI,₹11.90 Lakh,"Medavakkam, Chennai",Dec 2022,Comprehensive,Diesel,5 Seats,"17,000 Kms",Chengalpattu,First Owner,1497 cc,Manual,2022,1497 cc,115 bhp,,FWD,20 kmpl,,,,180mm,,,,,,,,
2017 Hyundai i20 Asta 1.2,₹5.36 Lakh,"Ganapathipuram, Chennai",Apr 2017,Zero Dep,Petrol,5 Seats,"39,214 Kms",Chennai,First Owner,1197 cc,Manual,2017,1197 cc,81.83 bhp,,,18.6 kmpl,Petrol,,3985mm,,,,,,,,,
2022 BMW iX xDrive40,₹85.90 Lakh,"Kottivakkam, Chennai",Jul 2022,Expired,Electric,5 Seats,"17,300 Kms",Chandigarh,First Owner,,Automatic,2022,,321.84 bhp,,,,,,,,200 kmph,425 km,71 kWh,31Mins,7H 25Min,,,
2017 Audi Q7 40 TFSI Quattro Technology,₹43.90 Lakh,"Paltra, Gurgaon",Oct 2017,Comprehensive,Petrol,7 Seats,"58,800 Kms",New Delhi,First Owner,1984 cc,Automatic,2017,1984 cc,248 bhp,7,AWD,13.55 kmpl,,,,205 mm,,,,,,,,
2023 Toyota Innova Crysta 2.4 Zx 7Str,₹27.50 Lakh,"Thygaraya Nagar, Chennai",Sept 2023,Comprehensive,Diesel,7 Seats,"15,000 Kms",Chennai,First Owner,2393 cc,Manual,2023,2393 cc,147.51 bhp,"7, 8",,,Diesel,,,,,,,,,,300 Litres,5 Star
2022 Renault KWID 1.0 RXT AMT BSVI,₹4.78 Lakh,"Ganapathipuram, Chennai",Mar 2023,Third Party,Petrol,5 Seats,"26,967 Kms",Chennai,First Owner,999 cc,Automatic,2022,999 cc,67.06 bhp,,,22.3 kmpl,Petrol,2,,,,,,,,,,
2018 Hyundai Grand i10 1.2 Kappa Magna AT,₹4.62 Lakh,"Thiruverkadu, Chennai",Aug 2018,Comprehensive,Petrol,5 Seats,"73,837 Kms",Chennai,Second Owner,1197 cc,Automatic,2018,1197 cc,81.86 bhp,,,18.9 kmpl,Petrol,2,,,,,,,,,,
2019 Audi Q3 35 TDI Quattro Premium Plus,₹20.90 Lakh,"Paltra, Gurgaon",Nov 2019,Expired,Diesel,5 Seats,"60,800 Kms",Kashipur,First Owner,1968 cc,Automatic,2019,1968 cc,181 bhp,5,AWD,,Diesel,,,,219 kmph,,,,,,,
2017 Hyundai Grand i10 1.2 Kappa Asta,₹4.21 Lakh,"Thiruverkadu, Chennai",May 2017,Third Party,Petrol,5 Seats,"67,931 Kms",Chennai,Second Owner,1197 cc,Manual,2017,1197 cc,81.86 bhp,,,18.9 kmpl,Petrol,2,,,,,,,,,,
2022 Maruti Alto 800 LXi,₹3.74 Lakh,"Airport, Chennai",May 2022,Comprehensive,Petrol,5 Seats,"29,592 Kms",Chennai,First Owner,796 cc,Manual,2022,796 cc,46.3 bhp,,,19.7 kmpl,Petrol,,3495mm,,,,,,,,,
2020 Kia Seltos HTK Plus AT D,₹12.05 Lakh,"Ganapathipuram, Chennai",Dec 2020,Expired,Diesel,5 Seats,"69,524 Kms",Chennai,First Owner,1493 cc,Automatic,2020,1493 cc,113.42 bhp,5,2WD,17.8 kmpl,Diesel,,,,,,,,,,,
2018 BMW 3 Series 320d,₹30 Lakh,"Kottivakkam, Chennai",Mar 2019,Comprehensive,Diesel,5 Seats,"52,000 Kms",Chennai,First Owner,1995 cc,Automatic,2018,1995 cc,190 bhp,5,RWD,,Diesel,,,,230 kmph,,,,,,,
2023 Renault KWID 1.0 RXT,₹4.67 Lakh,"Vadapalani, Chennai",Jul 2023,Zero Dep,Petrol,5 Seats,"17,425 Kms",Tiruvallur,First Owner,999 cc,Manual,2023,999 cc,67.06 bhp,,,21.46 kmpl,Petrol,,,,,,,,,,279 Litres,
2022 Hyundai i20 Sportz Diesel,₹8.55 Lakh,"Thygaraya Nagar, Chennai",Apr 2022,Comprehensive,Diesel,5 Seats,"34,000 Kms",Chennai,Second Owner,1493 cc,Manual,2022,1493 cc,98.63 bhp,,,25 kmpl,Diesel,2,,,,,,,,,,
2019 Honda City i-VTEC CVT ZX,₹8.39 Lakh,"Thiruverkadu, Chennai",Apr 2019,Zero Dep,Petrol,5 Seats,"55,529 Kms",Chennai,Second Owner,1497 cc,Automatic,2019,1497 cc,117.6 bhp,,,18 kmpl,Petrol,6,,,,,,,,,,
2023 Hyundai Verna SX IVT,₹14.50 Lakh,"Thygaraya Nagar, Chennai",Jun 2023,Comprehensive,Petrol,5 Seats,"11,000 Kms",Chennai,First Owner,1497 cc,Automatic,2023,,,,,,,,,,,,,,,,,
2022 Tata Altroz XZA Plus Dark Edition DCT BSVI,₹7 Lakh,"Thiruverkadu, Chennai",Jun 2022,Third Party,Petrol,5 Seats,"30,258 Kms",Chennai,First Owner,1199 cc,Automatic,2022,1199 cc,86.83 bhp,,,18.5 kmpl,Petrol,2,,,,,,,,,,
2016 Hyundai Creta 1.6 VTVT SX Plus,₹6.50 Lakh,Chennai,2016,Expired,Petrol,5 Seats,"50,000 Kms",Chennai,First Owner,1591 cc,Manual,2016,1591 cc,121.3 bhp,,FWD,13 kmpl,,,,190mm,,,,,,,,
2015 Audi A4 35 TDI Premium,₹16.50 Lakh,"Kottivakkam, Chennai",Jul 2015,Comprehensive,Diesel,5 Seats,"13,50,000 Kms",Poonamallee,First Owner,1968 cc,Automatic,2015,1968 cc,174.33 bhp,,,17.11 kmpl,Diesel,,,,,,,,,,,
2020 Hyundai Aura SX Plus AMT,₹6.50 Lakh,"Vadapalani, Chennai",Feb 2020,Comprehensive,Petrol,5 Seats,"14,000 Kms",Chennai,First Owner,1197 cc,Automatic,2020,1197 cc,81.86 bhp,,,20.1 kmpl,Petrol,2,,,,,,,,,,
2023 Maruti Swift Dzire VXI CNG BSVI,₹8 Lakh,"Anna Nagar, Chennai",2023,Expired,CNG,5 Seats,"20,000 Kms",Tiruvallur,First Owner,1197 cc,Manual,2023,1197 cc,76.43 bhp,,,31.12 km/kg,CNG,2,,,,,,,,,,
2011 Hyundai i10 Sportz AT,₹2.80 Lakh,"Airport, Chennai",Sept 2011,Comprehensive,Petrol,5 Seats,"68,646 Kms",Chennai,First Owner,1197 cc,Automatic,2011,1197 cc,78.9 bhp,,,16.95 kmpl,Petrol,,3585mm,,,,,,,,,
2013 Mercedes-Benz A Class A180 CDI,₹9.90 Lakh,"Anna Nagar, Chennai",Sept 2013,Comprehensive,Diesel,5 Seats,"86,251 Kms",Chennai,Second Owner,2143 cc,Automatic,2013,2143 cc,107.3 bhp,5,FWD,,Diesel,,,,190km/hr kmph,,,,,,,
2023 Mercedes-Benz GLA 220d 4M BSVI,₹55 Lakh,"Thygaraya Nagar, Chennai",Jun 2023,Comprehensive,Diesel,5 Seats,"5,000 Kms",Chennai,First Owner,1950 cc,Automatic,2023,1950 cc,187.74 bhp,5,AWD,,Diesel,7,,,,,,,,,,
2014 Hyundai Santro GLS I - Euro I,₹2.60 Lakh,"MEENAMBAKKAM, Chennai",Jul 2014,Comprehensive,Petrol,5 Seats,"96,386 Kms",Chennai,First Owner,1086 cc,Manual,2014,1086 cc,,,,,Petrol,,,,,,,,,,,
2016 Ford Fiesta Diesel Style,₹5.22 Lakh,"Vadapalani, Chennai",Jun 2016,Comprehensive,Diesel,5 Seats,"1,28,173 Kms",Chennai,First Owner,1498 cc,Manual,2016,1498 cc,88.7 bhp,,,23.5 kmpl,Diesel,,,,,,,,,,,
2024 Audi Q7 Technology WO Matrix,₹86.90 Lakh,"Nandanam, Chennai",,Expired,Petrol,7 Seats,"5,000 Kms",,,2995 cc,Automatic,2024,2995 cc,335.25 bhp,,AWD,,Petrol,,,,250 kmph,,,,,,,
2011 Ford Figo Diesel ZXI,₹1.33 Lakh,Chennai,2011,Expired,Diesel,5 Seats,"1,60,000 Kms",Chennai,Third Owner,1399 cc,Manual,2011,1399 cc,68 bhp,,,20 kmpl,Diesel,,3795mm,,,,,,,,,
2022 Renault KWID CLIMBER BSVI,₹5.07 Lakh,"Thiruverkadu, Chennai",Dec 2022,Third Party,Petrol,5 Seats,"32,644 Kms",Chennai,First Owner,999 cc,Manual,2022,999 cc,67.06 bhp,,,21.46 kmpl,Petrol,2,,,,,,,,,,
2020 Kia Sonet HTX Turbo iMT,₹8.52 Lakh,"Vadapalani, Chennai",Dec 2020,Comprehensive,Petrol,5 Seats,"40,856 Kms",Chengalpattu,First Owner,998 cc,Automatic,2020,998 cc,118.35 bhp,,2WD,18.2 kmpl,Petrol,,,,,,,,,,,
2018 Renault KWID 1.0 RXT Opt,₹3.80 Lakh,"Vadapalani, Chennai",Jan 2019,Comprehensive,Petrol,5 Seats,"7,586 Kms",Chennai,First Owner,999 cc,Manual,2018,999 cc,67 bhp,,,21.74 kmpl,Petrol,2,,,,,,,,,,
2019 Maruti Baleno Alpha,₹6.70 Lakh,"Anna Nagar, Chennai",Sept 2019,Comprehensive,Petrol,5 Seats,"63,388 Kms",Chennai,First Owner,1197 cc,Manual,2019,1197 cc,81.80 bhp,,,21.01 kmpl,Petrol,2,,,,,,,,,,
2018 Hyundai Santro Magna AMT BSIV,₹4.21 Lakh,"Thiruverkadu, Chennai",Nov 2018,Comprehensive,Petrol,5 Seats,"33,155 Kms",Chennai,First Owner,1086 cc,Automatic,2018,1086 cc,68 bhp,,,20.3 kmpl,Petrol,1,,,,,,,,,,
2016 Maruti Alto 800 VXI Optional,₹2.58 Lakh,"Vadapalani, Chennai",Jul 2016,Third Party,Petrol,5 Seats,"66,976 Kms",Chennai,Second Owner,796 cc,Manual,2016,796 cc,47.3 bhp,,,24.7 kmpl,Petrol,,3430mm,,,,,,,,,
2018 Mahindra KUV 100 mFALCON G80 K8 Dual Tone,₹4.90 Lakh,"Vadapalani, Chennai",Feb 2018,Third Party,Petrol,6 Seats,"32,910 Kms",Tirunelveli,Second Owner,1198 cc,Manual,2018,1198 cc,82 bhp,,FWD,18.15 kmpl,,,,170mm,,,,,,,,
2010 Hyundai i10 Sportz 1.2 AT,₹2.75 Lakh,"Airport, Chennai",Jun 2010,Comprehensive,Petrol,5 Seats,"56,000 Kms",Chennai,First Owner,1197 cc,Automatic,2010,1197 cc,78.9 bhp,,,16.95 kmpl,Petrol,,3585mm,,,,,,,,,
2024 Renault Triber RXZ Dual Tone,₹9.80 Lakh,"Anna Nagar, Chennai",2024,Expired,Petrol,7 Seats,"10,000 Kms",Chennai,First Owner,999 cc,Manual,2024,999 cc,71.01 bhp,7,,20 kmpl,Petrol,,,,,,,,,,,4 Star
2020 Hyundai Creta 1.6 SX,₹12.75 Lakh,"Thygaraya Nagar, Chennai",May 2020,Comprehensive,Petrol,5 Seats,"37,000 Kms",Chennai,First Owner,1591 cc,Manual,2020,1591 cc,121.3 bhp,5,FWD,15.8 kmpl,Petrol,,,,,,,,,,,
2016 Hyundai i20 Sportz 1.2,₹4.71 Lakh,"Thiruverkadu, Chennai",Sept 2016,Third Party,Petrol,5 Seats,"96,253 Kms",Chennai,First Owner,1197 cc,Manual,2016,1197 cc,81.83 bhp,,,18.6 kmpl,Petrol,,3985mm,,,,,,,,,
2021 Maruti Swift AMT VXI,₹5.30 Lakh,Chennai,2021,Expired,Petrol,5 Seats,"80,000 Kms",,First Owner,1197 cc,Automatic,2021,1197 cc,81.80 bhp,,,21.21 kmpl,Petrol,2,,,,,,,,,,
2018 Renault KWID 1.0 AMT RXT,₹3.39 Lakh,"Vadapalani, Chennai",Jun 2019,Comprehensive,Petrol,5 Seats,"57,196 Kms",Namakkal,Second Owner,999 cc,Automatic,2018,999 cc,67 bhp,,,24.04 kmpl,Petrol,1,,,,,,,,,,
2020 Hyundai i20 Asta Opt,₹7.70 Lakh,"Thygaraya Nagar, Chennai",Sept 2020,Comprehensive,Petrol,5 Seats,"9,000 Kms",Chennai,First Owner,1197 cc,Manual,2020,,,,,,,,,,,,,,,,,
2015 Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,₹10.90 Lakh,Chennai,2015,Expired,Diesel,7 Seats,"1,60,000 Kms",,Third Owner,2494 cc,Manual,2015,2494 cc,100.6 bhp,7,,,Diesel,,,,,,,,,,,
2018 Maruti Alto K10 VXI AGS Optional,₹3.80 Lakh,"Vadapalani, Chennai",May 2018,Comprehensive,Petrol,5 Seats,"26,800 Kms",Chennai,First Owner,998 cc,Automatic,2018,998 cc,67.1 bhp,,,23.95 kmpl,Petrol,,3545mm,,,,,,,,,
2014 Hyundai i20 Asta 1.2,₹4.98 Lakh,"Vadapalani, Chennai",Oct 2014,Comprehensive,Petrol,5 Seats,"46,412 Kms",Chennai,Second Owner,1197 cc,Manual,2014,1197 cc,81.83 bhp,,,18.6 kmpl,Petrol,,3985mm,,,,,,,,,
2023 BMW 3 Series Gran Limousine 330Li M Sport BSVI,₹49.90 Lakh,"Peelamedu, Coimbatore",Oct 2023,Comprehensive,Petrol,5 Seats,"37,812 Kms",Melur,First Owner,1998 cc,Automatic,2023,1998 cc,254.79 bhp,5,,15.39 kmpl,Petrol,,,,,,,,,,,
2019 Audi A6 45 TFSI Technology WO Matrix BSVI,₹35.90 Lakh,"Paltra, Gurgaon",Aug 2020,Expired,Petrol,5 Seats,"58,000 Kms",hansi,Second Owner,1984 cc,Automatic,2019,1984 cc,241.3 bhp,,,14.11 kmpl,Petrol,6,,,,,,,,,,
2018 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹5.53 Lakh,"Vadapalani, Chennai",Sept 2018,Comprehensive,Petrol,5 Seats,"61,190 Kms",Chennai,First Owner,1197 cc,Manual,2018,1197 cc,81.86 bhp,,,18.9 kmpl,Petrol,2,,,,,,,,,,
2011 Chevrolet Beat LS,₹1.95 Lakh,"Vadapalani, Chennai",May 2015,Comprehensive,Petrol,5 Seats,"52,213 Kms",Chennai,First Owner,1199 cc,Manual,2011,1199 cc,79.4 bhp,,,18.6 kmpl,Petrol,,3640mm,,,,,,,,,
2015 BMW 7 Series 730Ld,₹27 Lakh,"Ashoknagar, Chennai",Apr 2015,Comprehensive,Diesel,5 Seats,"38,000 Kms",Chennai,First Owner,2993 cc,Automatic,2015,2993 cc,258 bhp,,RWD,,Diesel,,,,250 kmph,,,,,,,
2016 Maruti Vitara Brezza ZDi Plus Dual Tone,₹6.38 Lakh,"Vadapalani, Chennai",Aug 2016,Comprehensive,Diesel,5 Seats,"90,966 Kms",Chennai,Second Owner,1248 cc,Manual,2016,1248 cc,88.5 bhp,,FWD,24.3 kmpl,,,,198mm,,,,,,,,
2022 Volkswagen Taigun 1.0 TSI Topline AT BSVI,₹12 Lakh,"Ganapathipuram, Chennai",Apr 2022,Zero Dep,Petrol,5 Seats,"57,237 Kms",Chennai,First Owner,999 cc,Automatic,2022,999 cc,113.98 bhp,5,,18.41 kmpl,Petrol,,,188,,,,,,,,
2015 Hyundai Verna 1.6 CRDi SX,₹6.45 Lakh,"Anna Nagar, Chennai",Aug 2015,Comprehensive,Diesel,5 Seats,"56,000 Kms",Chennai,First Owner,1582 cc,Manual,2015,1582 cc,126.2 bhp,,,23.9 kmpl,Diesel,,,,,,,,,,,
2022 Nissan Magnite XV Premium BSVI,₹6.75 Lakh,"Vadapalani, Chennai",Sept 2022,Expired,Petrol,5 Seats,"65,369 Kms",Ranipet,First Owner,999 cc,Manual,2022,999 cc,71.02 bhp,,,18.75 kmpl,Petrol,,,205,,,,,,,,
2016 Ford Ecosport 1.5 Diesel Titanium Plus,₹5.25 Lakh,"Airport, Chennai",Jun 2016,Comprehensive,Diesel,5 Seats,"1,10,000 Kms",Chennai,Second Owner,1498 cc,Manual,2016,1498 cc,98.96 bhp,,FWD,21.7 kmpl,,,,200mm,,,,,,,,
2020 Hyundai Venue SX Opt iMT,₹7.80 Lakh,"Vadapalani, Chennai",Aug 2020,Comprehensive,Petrol,5 Seats,"40,172 Kms",Chennai,Second Owner,998 cc,Manual,2020,998 cc,118.35 bhp,,FWD,18 kmpl,Petrol,,,,,,,,,,,
2015 Honda Brio VX AT,₹3.86 Lakh,"Thiruverkadu, Chennai",Jul 2015,Comprehensive,Petrol,5 Seats,"87,639 Kms",Chennai,First Owner,1198 cc,Automatic,2015,1198 cc,86.8 bhp,,,16.5 kmpl,Petrol,,3610mm,,,,,,,,,
2013 Renault Scala Diesel RxL,₹3.50 Lakh,"Anna Nagar, Chennai",Jul 2013,Comprehensive,Diesel,5 Seats,"1,10,000 Kms",Chennai,First Owner,1461 cc,Manual,2013,1461 cc,84.8 bhp,,,21.64 kmpl,Diesel,,,,,,,,,,,
2020 MG Hector Plus Sharp Diesel MT,₹15.50 Lakh,Chennai,2020,Expired,Diesel,6 Seats,"50,000 Kms",Chennai,Second Owner,1956 cc,Manual,2020,1956 cc,167.67 bhp,6,,16.65 kmpl,Diesel,6,,,,,,,,,,
2020 BMW X3 xDrive 20d xLine,₹38.50 Lakh,"Ashoknagar, Chennai",Aug 2020,Comprehensive,Diesel,5 Seats,"75,000 Kms",Melur,Second Owner,1995 cc,Automatic,2020,1995 cc,187.7 bhp,,4WD,,Diesel,,,,213 kmph,,,,,,,
2021 Hyundai Venue SX Turbo,₹8.66 Lakh,"Airport, Chennai",Jan 2021,Comprehensive,Petrol,5 Seats,"40,898 Kms",Chennai,First Owner,998 cc,Manual,2021,998 cc,118.35 bhp,,FWD,18.27 kmpl,Petrol,,,,,,,,,,,
2015 Audi Q3 35 TDI Quattro Premium Plus,₹18 Lakh,Chennai,2015,Expired,Diesel,5 Seats,"1,20,000 Kms",Chennai,First Owner,1968 cc,Automatic,2015,1968 cc,174.33 bhp,5,AWD,,Diesel,,,,212 kmph,,,,,,,
2018 Hyundai Grand i10 1.2 Kappa Magna AT,₹3.89 Lakh,"Thiruverkadu, Chennai",Sept 2018,Comprehensive,Petrol,5 Seats,"90,115 Kms",Chennai,Second Owner,1197 cc,Automatic,2018,1197 cc,81.86 bhp,,,18.9 kmpl,Petrol,2,,,,,,,,,,
2020 BMW X5 xDrive 30d xLine,₹79 Lakh,"Nandanam, Chennai",Jul 2020,Comprehensive,Diesel,5 Seats,"43,000 Kms",Chennai,First Owner,2993 cc,Automatic,2020,2993 cc,261.50 bhp,5,AWD,13.38 kmpl,Diesel,,,,,,,,,,,
2021 Skoda Rapid 1.0 TSI Ambition,₹6.98 Lakh,"Vadapalani, Chennai",Mar 2021,Comprehensive,Petrol,5 Seats,"54,391 Kms",Chennai,First Owner,999 cc,Manual,2021,999 cc,108.62 bhp,,,18.97 kmpl,Petrol,2,,,,,,,,,,
2021 Maruti S-Presso VXI 2019-2022,₹3.95 Lakh,"Ganapathipuram, Chennai",Aug 2021,Comprehensive,Petrol,5 Seats,"38,676 Kms",Chennai,First Owner,998 cc,Manual,2021,998 cc,65.71 bhp,,,21.7 kmpl,Petrol,2,,,,,,,,,,
2019 Hyundai i20 Sportz 1.2,₹5.93 Lakh,"Vadapalani, Chennai",Oct 2019,Comprehensive,Petrol,5 Seats,"36,662 Kms",Chennai,First Owner,1197 cc,Manual,2019,1197 cc,81.83 bhp,,,18.6 kmpl,Petrol,,3985mm,,,,,,,,,
2021 Maruti XL6 Zeta,₹10.90 Lakh,"Kovilambakkam, Chennai",Sept 2021,Comprehensive,Petrol,6 Seats,"26,000 Kms",Chennai,First Owner,1462 cc,Manual,2021,1462 cc,103.2 bhp,6,,19.01 kmpl,Petrol,,,,,,,,,,,
2017 Hyundai Grand i10 1.2 Kappa Sportz BSIV,₹4.38 Lakh,"Thiruverkadu, Chennai",Sept 2017,Comprehensive,Petrol,5 Seats,"67,519 Kms",Chennai,First Owner,1197 cc,Manual,2017,1197 cc,81.86 bhp,,,18.9 kmpl,Petrol,2,,,,,,,,,,
2021 Honda City ZX MT,₹10 Lakh,Chennai,2021,Expired,Petrol,5 Seats,"40,000 Kms",Chennai,First Owner,1498 cc,Manual,2021,1498 cc,119.35 bhp,,,18.6 kmpl,Petrol,6,,,,,,,,,,
2019 Hyundai Creta 1.6 SX Dual Tone,₹9.60 Lakh,"Thygaraya Nagar, Chennai",Sept 2019,Comprehensive,Petrol,5 Seats,"19,000 Kms",Chennai,Second Owner,1591 cc,Manual,2019,1591 cc,121.3 bhp,5,FWD,15.8 kmpl,Petrol,,,,,,,,,,,
2018 Hyundai i20 Asta 1.2,₹6.68 Lakh,"Anna Nagar, Chennai",May 2018,Comprehensive,Petrol,5 Seats,"19,503 Kms",Chennai,First Owner,1197 cc,Manual,2018,1197 cc,81.83 bhp,,,18.6 kmpl,Petrol,,3985mm,,,,,,,,,
2014 Hyundai Grand i10 Magna,₹3.75 Lakh,"Medavakkam, Chennai",2014,Expired,Petrol,5 Seats,"90,000 Kms",Poonamallee,Second Owner,1197 cc,Manual,2014,1197 cc,82 bhp,,,18.9 kmpl,Petrol,,3765mm,,,,,,,,,
2014 Mercedes-Benz M-Class ML 250 CDI,₹23.90 Lakh,"Peelamedu, Coimbatore",Jun 2014,Comprehensive,Diesel,5 Seats,"64,253 Kms",Melur,First Owner,2143 cc,Automatic,2014,2143 cc,203.2 bhp,,AWD,,Diesel,,,,210 kmph,,,,,,,
2019 Kia Seltos GTX,₹11.03 Lakh,"Ganapathipuram, Chennai",Jan 2020,Expired,Petrol,5 Seats,"50,512 Kms",Poonamallee,First Owner,1353 cc,Manual,2019,1353 cc,113.43 bhp,5,FWD,16.8 kmpl,Petrol,,,,,,,,,,,
2021 Maruti S-Presso VXI Plus AT 2019-2022,₹4.37 Lakh,"Vadapalani, Chennai",Mar 2021,Zero Dep,Petrol,5 Seats,"62,512 Kms",Chennai,First Owner,998 cc,Automatic,2021,998 cc,67.05 bhp,,,21.7 kmpl,Petrol,2,,,,,,,,,,
2014 Hyundai Xcent 1.2 Kappa S Option,₹3.60 Lakh,Chennai,2014,Expired,Petrol,5 Seats,"70,000 Kms",Chennai,First Owner,1197 cc,Manual,2014,1197 cc,81.86 bhp,,,19.1 kmpl,Petrol,,,,,,,,,,,
2016 Maruti Swift Dzire ZXI,₹5 Lakh,Chennai,2016,Expired,Petrol,5 Seats,"60,000 Kms",Chennai,First Owner,1197 cc,Manual,2016,1197 cc,83.14 bhp,,,20.85 kmpl,Petrol,,,,,,,,,,,
2019 Maruti Wagon R ZXI 1.2,₹5 Lakh,"Medavakkam, Chennai",Jul 2019,Comprehensive,Petrol,5 Seats,"47,007 Kms",Gudalur,Second Owner,1197 cc,Manual,2019,1197 cc,81.80 bhp,,,20.52 kmpl,Petrol,2,,,,,,,,,,
2018 Toyota Fortuner 2.8 2WD MT BSIV,₹25 Lakh,"Thygaraya Nagar, Chennai",Jun 2019,Expired,Diesel,7 Seats,"1,32,000 Kms",Gobichettipalayam,Second Owner,2755 cc,Manual,2018,2755 cc,174.5 bhp,7,RWD,14.24 kmpl,,,,220mm,,,,,,,,
2019 Skoda Kodiaq 2.0 TDI Laurin Klement,₹33.90 Lakh,"Thygaraya Nagar, Chennai",2019,Expired,Diesel,7 Seats,"30,000 Kms",Chennai,First Owner,1968 cc,Automatic,2019,1968 cc,148 bhp,7,4WD,,Diesel,,,,200.7 kmph,,,,,,,
2023 Tata Punch Accomplished AMT,₹8 Lakh,Chennai,2023,Expired,Petrol,5 Seats,"20,000 Kms",Ahmedabad,First Owner,1199 cc,Automatic,2023,1199 cc,86.63 bhp,,FWD,18.8 kmpl,,,,187 mm,,,,,,,,5 Star
2018 Hyundai Xcent 1.2 CRDi E,₹4 Lakh,"Chromepet, Chennai",2018,Expired,Diesel,5 Seats,"70,000 Kms",Cuddalore,Second Owner,1186 cc,Manual,2018,1186 cc,73.97 bhp,,,25.4 kmpl,Diesel,2,,,,,,,,,,
2021 Skoda Kushaq 1.5 TSI Style BSVI,₹14.45 Lakh,"Anna Nagar, Chennai",Dec 2021,Comprehensive,Petrol,5 Seats,"47,000 Kms",Chennai,First Owner,1498 cc,Manual,2021,1498 cc,147.51 bhp,5,FWD,17.95 kmpl,,,,188mm,,,,,,,,
2019 Tata Nexon 1.2 Revotron XZ Plus,₹6.85 Lakh,"Anna Nagar, Chennai",Oct 2019,Comprehensive,Petrol,5 Seats,"43,000 Kms",Chennai,First Owner,1198 cc,Manual,2019,1198 cc,108.5 bhp,,FWD,17 kmpl,Petrol,,,,,,,,,,,
