Power (bhp),Engine Displacement (cc),Year of Manufacture,Registration Year,Fuel Type,Mileage (kmpl),Area,Brand,price (Lakh)
81.0,1197.0,2020,2020,3,17.52,69,10,775
113.0,999.0,2023,2018,3,19.4,56,28,1575
103.0,1498.0,2013,2013,0,20.34,126,28,280
108.0,1198.0,2019,2019,3,17.0,75,26,670
108.0,1497.0,2021,2021,0,22.07,175,26,929
86.0,1198.0,2013,2013,3,19.4,75,9,3
74.0,1198.0,2013,2013,3,16.47,41,28,395
91.0,1373.0,2016,2017,3,20.73,118,18,675
79.0,1199.0,2011,2012,3,18.6,118,3,160
82.0,1197.0,2017,2017,3,18.9,126,10,380
88.0,2494.0,2010,2010,0,12.8,34,27,460
177.0,1999.0,2018,2018,0,16.38,19,11,3550
83.0,1199.0,2018,2018,3,23.84,75,26,450
117.0,1497.0,2014,2014,3,17.8,75,9,445
88.0,1198.0,2016,2017,3,18.9,41,9,421
98.0,1498.0,2018,2019,0,25.5,56,9,725
74.0,1198.0,2014,2014,3,16.47,74,28,340
258.0,2993.0,2014,2014,0,18.9,45,2,2175
58.0,998.0,2014,2015,0,26.6,56,18,357
88.0,2698.0,2010,2010,0,18.9,73,1,5
126.0,1582.0,2013,2013,0,22.32,133,10,490
98.0,1493.0,2021,2021,0,18.9,75,13,1125
167.0,1956.0,2021,2021,0,14.6,28,26,1750
67.0,998.0,2016,2016,3,20.51,153,18,341
55.0,814.0,2014,2015,3,21.1,175,10,252
138.0,1794.0,2015,2015,3,14.53,45,27,675
70.0,1196.0,2010,2010,3,15.6,56,8,199
88.0,999.0,2018,2019,3,18.9,56,28,670
88.0,1248.0,2018,2018,0,25.1,36,18,825
103.0,1462.0,2019,2019,3,21.56,153,18,699
81.0,1197.0,2018,2018,3,21.21,42,18,585
181.0,1968.0,2018,2018,0,18.9,126,1,1890
88.0,998.0,2021,2021,3,18.9,153,10,965
75.0,2523.0,2011,2011,0,14.0,41,17,565
116.0,1497.0,2013,2013,3,16.8,42,9,365
118.0,998.0,2021,2021,3,18.27,175,10,834
67.0,998.0,2016,2016,3,20.51,159,18,367
140.0,2179.0,2012,2012,0,15.1,56,17,495
83.0,1199.0,2020,2020,3,23.84,42,26,495
104.0,1498.0,2018,2019,3,14.99,153,24,666
85.0,1197.0,2017,2017,3,18.6,56,18,498
74.0,1248.0,2012,2012,0,22.9,130,18,399
67.0,999.0,2022,2022,3,22.3,75,24,475
84.0,1199.0,2021,2021,3,20.09,174,26,572
74.0,1198.0,2014,2014,3,16.47,178,28,375
113.0,999.0,2021,2021,3,19.2,126,25,850
184.0,1991.0,2014,2014,3,18.9,159,19,1450
81.0,1197.0,2019,2019,3,20.52,126,18,425
113.0,1493.0,2022,2022,0,20.8,126,13,2122
53.0,799.0,2016,2016,3,25.17,175,24,293
152.0,2179.0,2019,2019,0,18.9,36,17,895
67.0,998.0,2019,2019,3,23.1,153,18,469
81.0,1197.0,2014,2015,3,18.6,122,10,380
86.0,1198.0,2014,2014,3,18.0,41,9,395
88.0,999.0,2023,2023,3,18.9,126,22,750
88.0,1197.0,2012,2012,3,17.0,130,10,305
84.0,1199.0,2018,2018,3,20.3,75,26,370
188.0,1995.0,2016,2016,0,18.9,19,2,1650
120.0,1595.0,2015,2015,3,18.9,126,19,9
74.0,1198.0,2015,2015,3,18.78,75,28,365
88.0,1248.0,2013,2013,0,20.77,75,18,6
126.0,1582.0,2012,2012,0,22.32,170,10,4
103.0,1462.0,2019,2019,3,21.56,153,18,620
88.0,1396.0,2017,2017,0,22.1,126,10,950
123.0,999.0,2014,2014,3,18.88,175,8,474
86.0,1199.0,2022,2022,3,19.33,175,26,738
86.0,1199.0,2022,2022,3,19.33,56,26,768
147.0,1498.0,2022,2023,3,18.86,175,25,1594
47.0,796.0,2014,2014,0,33.0,175,18,264
170.0,1956.0,2017,2017,0,17.1,175,12,895
67.0,998.0,2016,2016,3,20.51,73,18,351
88.0,1193.0,2014,2014,3,17.57,178,26,365
75.0,1198.0,2018,2018,3,19.34,153,22,437
76.0,1198.0,2016,2016,3,19.34,75,22,320
74.0,1199.0,2017,2017,3,16.2,69,28,565
88.0,2993.0,2014,2015,0,18.9,102,11,1375
83.0,1197.0,2018,2018,3,21.4,159,18,576
117.0,1497.0,2014,2014,3,17.3,170,9,445
121.0,1591.0,2013,2013,3,17.01,15,10,445
116.0,1497.0,2023,2023,0,9.0,175,17,1291
82.0,1197.0,2014,2014,3,18.9,126,10,355
177.0,1798.0,2017,2017,3,14.12,178,25,1199
83.0,1197.0,2020,2020,3,21.4,153,18,678
83.0,1199.0,2017,2017,3,23.84,175,26,445
174.0,1968.0,2012,2012,0,18.9,96,1,945
126.0,1582.0,2017,2017,0,20.5,56,10,901
70.0,1196.0,2012,2012,3,15.6,41,8,225
89.0,1498.0,2015,2015,0,22.7,36,8,595
88.0,1193.0,2015,2015,3,18.9,75,26,250
88.0,999.0,2006,2006,3,18.9,130,10,110
84.0,1199.0,2018,2018,3,23.84,38,26,475
84.0,1199.0,2019,2019,3,23.84,175,26,539
82.0,1197.0,2014,2014,3,18.5,153,10,383
108.0,999.0,2021,2021,3,18.97,159,25,755
86.0,1198.0,2015,2015,3,19.4,41,9,325
78.0,1197.0,2015,2015,3,18.16,56,27,405
108.0,1497.0,2018,2018,0,21.5,126,26,7
123.0,999.0,2016,2017,3,18.88,17,8,625
138.0,1349.0,2023,2018,3,14.34,56,16,17
88.0,1968.0,2019,2020,0,18.9,102,25,29
86.0,1198.0,2014,2014,3,19.4,36,9,325
97.0,1498.0,2018,2019,0,25.6,130,9,929
88.0,1497.0,2009,2009,3,17.0,121,9,290
140.0,2179.0,2012,2012,0,15.1,118,17,595
47.0,796.0,2014,2014,3,22.05,159,18,223
74.0,1248.0,2016,2016,0,27.39,36,18,675
65.0,998.0,2020,2020,3,21.7,153,18,340
88.0,1197.0,2013,2013,3,18.9,75,18,350
84.0,1199.0,2021,2021,3,19.28,126,26,475
81.0,1197.0,2018,2018,3,18.9,118,10,575
75.0,1199.0,2014,2014,0,20.86,175,25,424
74.0,1248.0,2011,2011,0,22.3,121,26,230
88.0,2987.0,2012,2012,0,18.9,38,19,1491
473.0,2993.0,2022,2022,3,9.12,126,2,67
57.0,936.0,2013,2013,0,25.44,175,3,171
65.0,1197.0,2019,2019,0,18.9,56,10,549
103.0,1598.0,2013,2013,0,20.5,73,25,435
88.0,1497.0,2020,2020,0,18.9,175,26,715
88.0,1197.0,2021,2021,3,18.9,118,13,875
88.0,1968.0,2011,2011,0,14.3,102,28,775
121.0,1497.0,2016,2016,3,14.8,20,8,640
88.0,2400.0,2010,2010,0,18.9,73,29,775
68.0,1086.0,2019,2019,3,20.3,175,10,473
140.0,2179.0,2015,2016,0,16.0,171,17,740
141.0,1968.0,2018,2018,0,16.65,102,28,1950
140.0,2179.0,2013,2013,0,15.1,126,17,5
69.0,1047.0,2019,2020,0,27.28,175,26,527
182.0,2198.0,2022,2022,0,17.19,126,17,1575
86.0,1198.0,2017,2017,3,18.5,126,9,305
58.0,998.0,2019,2020,0,26.6,15,18,515
67.0,998.0,2016,2017,3,20.51,148,18,391
108.0,1497.0,2019,2019,0,21.5,126,26,750
67.0,999.0,2021,2021,3,21.74,20,24,420
184.0,1995.0,2015,2015,0,18.9,129,2,16
108.0,1461.0,2016,2016,0,19.64,154,24,630
81.0,1197.0,2019,2019,3,17.4,127,10,7
37.0,624.0,2014,2015,3,25.4,56,26,155
82.0,1197.0,2023,2023,3,16.0,159,10,794
103.0,1598.0,2014,2014,3,15.0,36,25,385
108.0,1498.0,2017,2018,0,21.66,56,28,538
88.0,1197.0,2015,2015,3,18.9,126,10,3
82.0,1197.0,2014,2014,3,19.1,159,10,336
78.0,1197.0,2011,2011,3,20.36,127,10,180
67.0,999.0,2021,2021,3,22.5,56,5,349
88.0,1197.0,2014,2014,3,22.41,153,18,395
88.0,1248.0,2019,2019,0,24.3,170,18,9
88.0,1199.0,2022,2023,3,18.6,153,9,696
108.0,1461.0,2019,2019,0,19.87,130,24,775
81.0,1197.0,2016,2016,3,18.6,175,10,496
88.0,1999.0,2015,2015,0,18.9,58,11,1818
126.0,1582.0,2011,2011,0,22.32,171,10,390
71.0,999.0,2022,2022,3,19.03,75,24,690
88.0,2494.0,2005,2005,0,12.8,96,27,355
88.0,1995.0,2011,2011,0,13.2,81,2,489
98.0,999.0,2021,2021,3,18.24,175,24,678
67.0,998.0,2012,2012,3,18.9,75,18,250
88.0,1248.0,2014,2015,0,18.9,120,6,235
88.0,1248.0,2017,2017,0,24.52,88,18,810
86.0,1198.0,2017,2017,3,18.5,96,9,455
81.0,1197.0,2016,2017,3,18.6,69,10,575
88.0,1496.0,2013,2013,3,16.78,118,27,380
117.0,1497.0,2015,2015,3,17.4,75,9,490
88.0,1248.0,2015,2015,0,26.21,42,18,550
121.0,1591.0,2017,2017,3,17.0,153,10,790
67.0,998.0,2012,2013,3,20.92,120,18,199
67.0,1198.0,2016,2016,3,19.02,56,5,245
81.0,1197.0,2016,2016,3,18.6,130,10,485
98.0,1499.0,2013,2013,0,24.4,56,8,249
67.0,998.0,2019,2020,3,20.51,153,18,466
104.0,1498.0,2021,2021,3,16.42,126,24,850
47.0,796.0,2017,2017,3,22.05,159,18,282
82.0,1197.0,2016,2016,3,18.9,148,10,435
67.0,998.0,2015,2015,3,23.1,75,18,350
53.0,799.0,2016,2016,3,25.17,175,24,237
74.0,1248.0,2014,2014,0,25.2,81,18,510
126.0,1582.0,2019,2019,0,22.0,38,10,1075
88.0,1248.0,2018,2018,0,24.52,36,18,895
65.0,998.0,2017,2017,3,25.24,153,18,380
83.0,1199.0,2019,2019,3,20.3,36,26,545
88.0,799.0,2021,2021,3,18.9,175,24,429
81.0,1197.0,2017,2017,3,18.6,42,10,525
98.0,1498.0,2017,2017,0,22.77,75,8,550
88.0,624.0,2011,2011,3,26.0,126,26,69
67.0,998.0,2011,2011,3,20.92,41,18,175
88.0,1591.0,2016,2017,3,18.9,75,10,7
88.0,1461.0,2017,2017,0,18.9,15,24,645
118.0,1199.0,2020,2020,3,17.57,20,26,880
70.0,1120.0,2014,2015,0,24.0,24,10,425
88.0,1199.0,2015,2015,3,18.9,159,9,395
108.0,1461.0,2016,2016,0,19.6,75,24,520
88.0,1197.0,2014,2014,3,18.9,126,10,350
88.0,998.0,2012,2012,3,18.9,56,18,195
88.0,1248.0,2018,2018,0,24.3,118,18,850
84.0,1199.0,2021,2021,3,19.0,159,26,577
88.0,999.0,2021,2021,3,18.9,126,24,6
117.0,1497.0,2016,2016,3,17.8,75,9,485
83.0,1197.0,2012,2012,3,20.85,174,18,377
81.0,1197.0,2013,2013,3,18.6,175,10,271
67.0,998.0,2014,2015,3,18.9,175,18,321
67.0,999.0,2019,2019,3,23.01,175,24,343
114.0,1493.0,2023,2023,0,18.9,56,13,1140
84.0,1199.0,2022,2022,3,19.28,176,26,650
88.0,2494.0,2012,2012,0,12.8,56,27,780
73.0,1198.0,2017,2018,3,17.0,153,28,461
83.0,1197.0,2017,2017,3,21.4,153,18,662
240.0,2967.0,2012,2012,0,15.15,102,23,2375
74.0,1198.0,2015,2015,3,16.47,56,28,530
88.0,998.0,2019,2019,3,18.9,118,18,495
88.0,1199.0,2015,2015,3,19.0,41,9,525
81.0,1197.0,2014,2014,3,20.52,175,18,321
119.0,1498.0,2021,2021,3,18.6,175,9,1090
83.0,1197.0,2016,2016,3,21.4,120,18,485
88.0,1193.0,2010,2010,3,15.3,126,26,60
86.0,1198.0,2014,2015,3,19.4,118,9,360
88.0,1248.0,2016,2016,0,18.9,174,9,271
88.0,1796.0,2010,2010,3,18.9,38,19,699
67.0,998.0,2018,2018,3,23.95,159,18,388
85.0,1197.0,2012,2012,3,18.6,175,18,365
88.0,1197.0,2023,2023,3,22.35,153,18,752
71.0,999.0,2022,2022,3,20.0,175,24,558
83.0,1199.0,2018,2018,3,23.84,38,26,490
252.0,1998.0,2017,2017,3,18.9,19,2,2150
83.0,1197.0,2018,2018,3,21.4,126,18,525
174.0,1968.0,2015,2015,0,18.9,126,1,15
74.0,1248.0,2018,2018,0,27.39,175,18,543
76.0,1198.0,2014,2014,3,19.34,170,22,3
81.0,1197.0,2020,2020,3,21.21,36,18,630
67.0,1364.0,2013,2013,0,23.59,175,27,435
85.0,1197.0,2012,2013,3,18.6,75,18,380
127.0,1248.0,2021,2021,1,18.9,118,26,10
121.0,1497.0,2018,2018,3,14.8,20,8,775
86.0,1198.0,2013,2013,3,19.4,56,9,252
55.0,998.0,2024,2024,0,34.73,126,18,6
126.0,1582.0,2013,2013,0,22.32,171,10,490
88.0,1199.0,2013,2014,0,18.9,102,25,325
82.0,1197.0,2014,2014,3,18.9,126,10,3
81.0,1197.0,2015,2015,3,22.0,42,18,389
67.0,998.0,2012,2012,3,18.9,34,18,265
258.0,2993.0,2017,2017,0,18.9,19,2,38
187.0,1968.0,2016,2016,0,18.53,19,1,1825
118.0,1199.0,2022,2022,3,17.57,126,26,9
143.0,1968.0,2017,2018,0,18.9,19,1,1650
81.0,1197.0,2017,2017,3,20.89,105,18,490
88.0,1199.0,2016,2016,3,18.7,104,9,437
47.0,796.0,2020,2020,3,22.05,79,18,351
103.0,1462.0,2021,2021,3,18.76,105,27,951
88.0,1197.0,2022,2022,3,22.35,106,18,609
88.0,1199.0,2019,2019,3,19.5,1,9,5
88.0,1198.0,2013,2014,3,18.9,55,22,239
117.0,1497.0,2014,2014,3,17.3,1,9,290
81.0,1197.0,2019,2019,3,18.9,55,10,576
91.0,1248.0,2016,2016,0,20.5,134,6,135
103.0,1462.0,2021,2021,3,18.55,55,18,780
88.0,1199.0,2021,2021,3,18.3,5,9,750
88.0,814.0,2015,2016,3,22.0,55,10,301
181.0,1984.0,2015,2016,0,18.9,83,29,995
271.0,2993.0,2012,2012,0,18.9,57,11,1099
82.0,1197.0,2015,2015,3,18.9,106,10,363
147.0,2393.0,2018,2018,0,18.9,104,27,1490
82.0,1197.0,2015,2015,3,19.1,1,10,308
88.0,1248.0,2016,2016,0,24.3,100,18,551
88.0,1248.0,2017,2018,0,18.9,55,18,515
68.0,1086.0,2019,2019,3,20.3,55,10,452
81.0,1197.0,2019,2019,3,21.21,165,18,570
113.0,1497.0,2022,2022,3,14.0,106,10,1179
65.0,998.0,2020,2020,3,24.76,55,18,341
88.0,1248.0,2015,2015,0,18.9,105,18,651
118.0,998.0,2021,2021,3,18.3,1,13,950
113.0,1493.0,2022,2022,0,18.0,83,10,1650
68.0,1086.0,2021,2021,3,20.3,108,10,4
94.0,1194.0,2019,2019,0,20.4,1,8,380
86.0,1198.0,2016,2016,3,19.4,108,9,350
88.0,1462.0,2019,2019,3,18.9,165,18,325
103.0,1498.0,2016,2016,0,21.14,165,25,445
67.0,998.0,2021,2021,3,21.79,1,18,430
88.0,1298.0,2010,2010,3,16.1,141,18,210
68.0,1086.0,2012,2013,3,19.81,165,10,230
88.0,1995.0,2018,2018,0,18.9,31,2,3690
74.0,1248.0,2021,2021,0,27.39,55,18,646
197.0,1991.0,2020,2020,3,18.9,1,19,3950
88.0,1199.0,2016,2016,3,18.7,116,9,525
88.0,2179.0,2021,2021,0,18.9,55,17,974
98.0,1498.0,2014,2014,0,24.2,141,9,390
73.0,1248.0,2014,2014,0,18.2,51,3,330
81.0,1197.0,2015,2015,3,19.1,106,10,380
81.0,1197.0,2021,2021,3,20.89,1,18,2
88.0,1197.0,2022,2022,3,22.41,1,18,550
98.0,1498.0,2016,2016,0,26.0,108,9,525
91.0,1373.0,2017,2017,3,20.73,1,18,515
64.0,1195.0,2011,2011,3,16.84,105,26,141
187.0,2179.0,2015,2015,0,18.9,31,14,2290
88.0,1197.0,2017,2017,3,18.9,105,10,585
113.0,1493.0,2021,2021,0,20.4,49,10,15
88.0,1199.0,2015,2017,3,18.6,55,9,429
74.0,1198.0,2013,2013,3,16.47,1,28,210
58.0,998.0,2017,2017,0,26.6,25,18,395
81.0,1197.0,2020,2020,3,21.21,0,18,499
75.0,1198.0,2015,2016,3,18.44,104,22,375
141.0,1451.0,2023,2023,3,13.79,1,16,1750
116.0,1497.0,2012,2012,3,16.8,4,9,349
88.0,1968.0,2017,2017,0,18.9,31,1,1890
46.0,796.0,2013,2014,3,19.7,55,18,219
81.0,1197.0,2017,2017,3,18.9,100,10,449
67.0,998.0,2010,2010,3,18.9,104,18,175
86.0,1198.0,2020,2020,3,17.8,55,9,682
47.0,796.0,2022,2022,3,24.7,79,18,390
138.0,1956.0,2019,2019,0,17.0,1,26,10
88.0,1199.0,2016,2016,3,18.7,51,9,430
117.0,1497.0,2014,2014,3,17.4,83,9,475
114.0,1493.0,2023,2023,0,18.9,55,13,1076
67.0,998.0,2010,2010,3,20.92,1,18,110
88.0,1998.0,2018,2018,3,18.9,31,2,3790
88.0,1193.0,2016,2016,3,17.57,83,26,375
170.0,1956.0,2018,2018,0,17.1,1,12,855
88.0,1199.0,2018,2018,3,19.0,108,9,525
88.0,2925.0,2017,2017,0,18.9,31,19,4290
85.0,1197.0,2012,2012,3,18.6,141,18,3
98.0,1493.0,2021,2021,0,23.7,1,10,850
117.0,1497.0,2015,2015,3,18.0,5,9,570
99.0,1498.0,2021,2021,0,21.7,108,8,875
126.0,1582.0,2016,2016,0,23.9,55,10,645
67.0,998.0,2017,2017,3,21.63,55,18,360
115.0,1497.0,2022,2022,0,20.1,49,17,1025
81.0,1197.0,2017,2017,3,18.6,5,10,565
108.0,1498.0,2024,2024,3,14.82,83,16,1490
88.0,2179.0,2017,2018,0,18.9,55,17,923
98.0,1498.0,2018,2018,0,25.5,105,9,661
97.0,1498.0,2017,2017,0,25.6,55,9,750
118.0,1199.0,2022,2022,3,17.33,55,26,1012
88.0,1991.0,2014,2014,3,18.9,31,19,1890
73.0,1186.0,2017,2017,0,24.0,165,10,360
88.0,1197.0,2014,2014,3,22.41,100,18,369
103.0,1598.0,2021,2021,3,15.41,55,25,726
113.0,1493.0,2022,2022,0,18.0,55,10,1675
85.0,1197.0,2014,2014,3,18.6,55,18,349
88.0,1248.0,2020,2020,0,18.9,55,18,788
88.0,1248.0,2019,2019,0,25.1,104,18,790
152.0,2179.0,2020,2020,0,15.1,55,17,907
47.0,796.0,2022,2022,3,24.7,55,18,394
121.0,1591.0,2019,2019,3,14.8,83,10,990
74.0,1248.0,2017,2017,0,27.39,100,18,495
74.0,1248.0,2017,2017,0,27.39,100,18,505
81.0,1197.0,2020,2021,3,21.21,105,18,621
81.0,1197.0,2018,2018,3,18.9,55,10,470
103.0,1498.0,2014,2014,0,21.66,104,25,590
47.0,796.0,2020,2020,3,22.05,1,18,295
362.0,5461.0,2014,2014,3,7.81,31,19,4290
187.0,1798.0,2017,2017,3,18.9,1,1,30
86.0,1198.0,2016,2016,3,17.8,104,9,390
88.0,1364.0,2016,2016,0,18.9,108,27,450
108.0,1498.0,2017,2017,0,22.15,104,28,610
121.0,1591.0,2019,2019,3,14.8,39,10,975
117.0,1497.0,2016,2016,3,17.8,104,9,565
81.0,1197.0,2020,2020,3,18.6,100,10,588
68.0,1086.0,2013,2013,3,19.81,55,10,246
67.0,998.0,2021,2021,3,21.79,104,18,460
187.0,1968.0,2017,2017,0,18.9,22,1,2250
67.0,998.0,2012,2012,3,18.9,165,18,225
189.0,1998.0,2022,2022,3,14.82,22,2,3350
88.0,1461.0,2019,2020,0,18.9,55,24,682
103.0,1598.0,2011,2011,0,20.54,108,28,270
91.0,1373.0,2021,2021,3,17.5,105,18,919
98.0,1498.0,2017,2017,0,23.0,105,8,625
167.0,1956.0,2021,2021,0,16.14,55,26,1553
81.0,1197.0,2020,2020,3,20.7,105,10,611
67.0,999.0,2018,2018,3,24.04,55,24,329
81.0,1197.0,2019,2019,3,18.9,105,10,520
78.0,1197.0,2010,2010,3,20.36,1,10,135
46.0,796.0,2013,2013,3,19.7,55,18,221
68.0,1086.0,2014,2014,3,19.81,1,10,277
88.0,1482.0,2024,2024,3,18.9,116,10,1725
88.0,1197.0,2011,2011,3,18.5,104,10,290
113.0,1493.0,2020,2020,0,20.8,165,13,975
88.0,1995.0,2018,2018,0,18.9,31,2,2690
138.0,1353.0,2021,2021,3,16.5,116,13,1725
81.0,1197.0,2021,2021,3,20.52,1,18,447
81.0,1197.0,2019,2019,3,21.21,83,18,575
55.0,998.0,2016,2016,0,33.85,55,18,270
105.0,1396.0,2014,2014,3,17.43,106,10,377
88.0,1193.0,2015,2015,3,17.57,141,26,260
88.0,1199.0,2017,2019,3,18.9,165,26,375
68.0,1086.0,2009,2009,3,19.81,1,10,161
76.0,1198.0,2016,2016,3,19.34,83,22,395
81.0,1197.0,2016,2016,3,21.21,105,18,515
88.0,1197.0,2011,2011,3,18.5,1,10,2
67.0,998.0,2017,2017,3,20.51,25,18,375
82.0,1197.0,2016,2016,3,18.9,106,10,377
170.0,2143.0,2017,2017,0,18.9,31,19,3390
88.0,1086.0,2010,2010,3,15.0,1,10,60
81.0,1197.0,2017,2017,3,18.6,105,10,595
55.0,814.0,2017,2017,3,21.1,165,10,245
88.0,1497.0,2022,2022,0,18.9,134,26,875
68.0,1086.0,2010,2010,3,19.81,79,10,230
88.0,1248.0,2016,2016,0,28.09,1,18,401
68.0,1086.0,2013,2013,3,19.81,83,10,260
67.0,998.0,2015,2016,3,23.1,55,18,350
113.0,1497.0,2021,2021,3,16.8,104,13,1350
113.0,1493.0,2021,2021,0,18.0,5,10,1475
108.0,1461.0,2016,2017,0,19.98,141,24,410
167.0,1968.0,2012,2012,0,18.9,1,1,1050
241.0,2967.0,2014,2014,0,18.9,83,1,1550
88.0,998.0,2017,2017,3,18.9,1,18,450
108.0,1497.0,2023,2023,0,21.5,55,26,726
98.0,999.0,2020,2021,3,20.0,55,22,501
67.0,998.0,2019,2019,3,21.79,1,18,430
113.0,1493.0,2020,2020,0,18.5,1,10,1450
118.0,998.0,2021,2022,3,18.27,55,10,845
82.0,1197.0,2016,2016,3,18.9,104,10,440
81.0,1197.0,2015,2015,3,18.6,1,10,4
83.0,1197.0,2016,2016,3,21.4,83,18,440
66.0,998.0,2012,2012,3,19.0,55,18,199
88.0,1197.0,2016,2016,3,18.9,55,18,359
190.0,1969.0,2019,2019,0,18.9,1,29,4011
201.0,2755.0,2023,2023,0,10.0,5,27,27
88.0,1396.0,2018,2018,3,15.0,106,10,530
170.0,2143.0,2015,2015,0,18.9,1,19,22
187.0,1968.0,2019,2019,0,18.9,116,1,26
86.0,1198.0,2014,2014,3,18.0,83,9,295
147.0,2393.0,2023,2023,0,18.9,108,27,2089
121.0,1591.0,2019,2019,3,14.8,83,10,1140
88.0,1248.0,2016,2016,0,23.65,83,18,625
118.0,998.0,2023,2024,3,20.25,104,10,1111
86.0,1198.0,2013,2013,3,19.4,55,9,261
55.0,814.0,2017,2017,3,21.1,55,10,274
81.0,1197.0,2017,2017,3,18.9,106,10,395
86.0,1198.0,2015,2015,3,18.0,100,9,376
67.0,999.0,2018,2018,3,24.04,55,24,329
84.0,1199.0,2022,2022,3,19.28,1,26,540
187.0,1995.0,2021,2021,0,18.9,1,2,43
117.0,1497.0,2015,2015,3,18.0,1,9,450
121.0,1497.0,2018,2018,3,17.0,1,8,540
72.0,1199.0,2022,2022,0,26.49,104,26,775
74.0,1248.0,2018,2018,0,27.39,166,18,580
88.0,1197.0,2011,2011,3,18.5,25,10,295
126.0,1582.0,2018,2018,0,22.0,1,10,680
121.0,1591.0,2018,2018,3,15.8,51,10,950
81.0,1197.0,2018,2018,3,18.9,55,10,477
88.0,1396.0,2018,2018,0,18.9,166,10,880
88.0,1197.0,2018,2018,3,18.9,100,18,497
108.0,1461.0,2016,2017,0,19.72,165,24,480
88.0,1199.0,2022,2022,0,18.9,106,26,550
88.0,1193.0,2014,2014,3,17.57,1,26,134
88.0,1497.0,2019,2019,3,18.9,106,10,875
201.0,2755.0,2021,2021,0,10.0,83,27,3275
86.0,1198.0,2013,2013,3,18.0,1,9,250
184.0,1995.0,2014,2014,0,18.9,49,2,1675
118.0,998.0,2021,2021,3,18.2,55,13,860
174.0,1968.0,2015,2015,0,18.9,31,1,1490
117.0,1497.0,2017,2017,3,17.4,5,9,7
74.0,1248.0,2015,2015,0,28.4,55,18,440
62.0,1086.0,2014,2014,3,18.9,1,10,215
88.0,1493.0,2022,2022,0,18.9,104,10,1275
83.0,1197.0,2016,2016,3,21.4,106,18,414
167.0,1956.0,2022,2022,0,16.14,1,26,1470
88.0,1248.0,2015,2016,0,23.65,83,18,550
98.0,1498.0,2015,2015,0,27.3,106,9,3
88.0,1197.0,2012,2012,3,17.0,141,10,3
103.0,1462.0,2021,2021,3,18.76,104,27,950
88.0,1956.0,2021,2021,0,18.9,104,26,1526
88.0,1495.0,2010,2010,3,13.2,1,10,125
148.0,2393.0,2021,2021,0,18.9,5,27,2250
88.0,814.0,2014,2014,3,18.9,1,10,150
88.0,1248.0,2014,2014,0,20.77,141,18,510
67.0,998.0,2013,2013,3,20.51,1,18,210
255.0,2993.0,2017,2017,0,18.9,5,14,22
103.0,1462.0,2021,2021,3,17.03,106,18,736
79.0,1199.0,2009,2010,3,18.6,134,3,85
67.0,1198.0,2013,2013,3,19.49,55,22,211
108.0,1497.0,2017,2020,0,21.19,55,26,582
82.0,1197.0,2017,2017,3,18.9,5,10,515
116.0,1497.0,2012,2012,3,16.8,116,9,450
75.0,999.0,2019,2019,3,19.44,100,28,510
98.0,999.0,2021,2021,3,20.0,55,22,532
86.0,1198.0,2013,2013,3,19.4,51,9,325
171.0,2755.0,2017,2017,0,18.9,104,27,1590
115.0,1497.0,2023,2023,0,20.0,105,17,1025
53.0,799.0,2016,2016,3,25.17,29,24,225
67.0,998.0,2012,2012,3,20.92,115,18,220
88.0,999.0,2021,2021,3,18.9,165,25,925
81.0,1197.0,2015,2015,3,20.52,55,18,333
67.0,998.0,2015,2015,3,20.51,106,18,337
67.0,998.0,2017,2017,3,20.51,141,18,325
73.0,1198.0,2011,2011,3,16.47,1,28,179
78.0,1197.0,2014,2014,3,20.36,108,10,3
86.0,1198.0,2015,2016,3,19.4,83,9,295
86.0,1198.0,2015,2015,3,18.0,106,9,360
74.0,1248.0,2016,2016,0,27.39,55,18,479
126.0,1582.0,2017,2018,0,17.01,165,10,899
88.0,1199.0,2018,2018,3,18.7,106,9,461
58.0,998.0,2012,2012,0,26.6,55,18,256
78.0,1197.0,2014,2014,3,17.71,83,27,395
81.0,1197.0,2017,2017,3,21.21,100,18,472
86.0,1199.0,2022,2022,3,19.33,55,26,736
74.0,1248.0,2018,2018,0,27.39,55,18,551
98.0,1493.0,2021,2021,0,18.4,100,13,903
67.0,1198.0,2016,2016,3,19.02,55,5,214
116.0,1497.0,2011,2011,0,16.8,165,9,225
47.0,796.0,2018,2019,3,24.7,55,18,280
55.0,998.0,2022,2022,0,33.85,1,18,480
67.0,998.0,2014,2014,3,23.95,55,18,229
103.0,1462.0,2020,2020,3,20.65,1,18,612
147.0,2393.0,2018,2018,0,18.9,5,27,1750
55.0,814.0,2011,2011,3,21.1,141,10,165
88.0,1196.0,2019,2019,0,18.9,1,18,4
88.0,1996.0,2021,2021,0,18.9,5,16,3075
148.0,2393.0,2022,2022,0,18.9,116,27,2175
88.0,1198.0,2018,2018,3,18.9,1,26,550
88.0,1197.0,2021,2021,3,22.38,79,18,640
126.0,1582.0,2017,2017,0,18.0,25,10,825
174.0,1968.0,2023,2023,0,18.9,1,1,1436
88.0,1248.0,2021,2021,1,18.9,1,26,9
80.0,1197.0,2018,2018,3,24.79,55,18,584
188.0,1995.0,2018,2018,0,18.9,83,2,1975
88.0,999.0,2022,2022,3,18.9,1,25,950
118.0,1199.0,2023,2023,3,17.44,1,26,850
88.0,1199.0,2022,2022,3,18.9,104,9,875
