Power (bhp),Engine Displacement (cc),Year of Manufacture,Registration Year,Fuel Type,Mileage (kmpl),Area,Brand,price (Lakh)
98.0,999.0,2021,2021,3,20.0,48,22,637
83.0,1197.0,2017,2018,3,21.4,149,18,590
83.0,1197.0,2016,2016,3,21.4,2,18,499
379.0,5000.0,2010,2010,3,18.9,137,11,990
88.0,1199.0,2019,2019,3,17.5,107,9,584
118.0,998.0,2021,2021,3,18.2,48,13,843
138.0,1798.0,2010,2011,3,14.53,27,27,275
81.0,1197.0,2021,2021,3,17.52,27,10,873
86.0,1198.0,2013,2014,3,18.0,7,9,390
84.0,1199.0,2017,2018,3,23.84,177,26,480
325.0,2925.0,2022,2022,0,18.9,72,19,125
119.0,1498.0,2021,2021,3,18.3,7,9,1195
177.0,1999.0,2020,2020,0,18.9,7,14,4875
58.0,998.0,2021,2021,0,18.9,177,18,432
86.0,1198.0,2014,2014,3,15.5,27,9,434
88.0,1496.0,2011,2011,3,18.9,151,27,285
126.0,1582.0,2017,2017,0,20.5,48,10,879
178.0,1798.0,2020,2020,3,15.1,27,25,1515
118.0,1199.0,2022,2022,3,16.35,48,26,997
121.0,1591.0,2019,2019,3,17.0,70,10,825
86.0,1198.0,2018,2018,3,17.8,135,9,6
103.0,1462.0,2020,2020,3,20.04,162,18,875
74.0,1493.0,2021,2021,0,16.0,7,17,751
103.0,1462.0,2020,2020,3,17.99,151,18,10
86.0,1199.0,2021,2021,3,19.33,107,26,542
117.0,1497.0,2015,2015,3,18.0,101,9,475
67.0,998.0,2016,2016,3,23.1,11,18,325
67.0,998.0,2015,2015,3,23.1,151,18,365
71.0,999.0,2022,2022,3,19.03,89,24,675
58.0,998.0,2020,2020,0,32.52,149,18,5
105.0,1498.0,2019,2019,3,13.9,177,24,649
58.0,998.0,2018,2018,0,26.6,177,18,402
67.0,999.0,2018,2018,3,23.01,65,24,314
81.0,1197.0,2022,2022,3,20.52,107,18,484
103.0,1462.0,2019,2019,3,20.28,7,18,749
81.0,1197.0,2017,2017,3,18.6,107,10,528
138.0,1353.0,2022,2022,3,16.5,7,13,1650
126.0,1582.0,2018,2018,0,17.01,177,10,1050
325.0,2925.0,2021,2021,0,13.38,72,19,159
67.0,998.0,2014,2014,3,21.63,177,18,311
187.0,1995.0,2019,2019,0,18.9,89,2,4375
83.0,1197.0,2017,2017,3,21.4,7,18,571
88.0,1781.0,2011,2011,3,18.9,27,1,775
187.0,2179.0,2017,2017,0,18.9,27,14,2250
163.0,1998.0,2016,2016,0,14.81,152,3,585
100.0,1493.0,2018,2018,0,18.49,177,17,575
103.0,1462.0,2022,2022,3,19.01,107,18,1042
261.0,2993.0,2018,2018,0,17.09,8,2,37
81.0,1197.0,2018,2018,3,18.6,40,10,611
85.0,1586.0,2013,2013,0,22.1,66,18,350
58.0,998.0,2015,2015,0,26.6,48,18,302
84.0,1199.0,2023,2023,3,19.0,177,26,699
67.0,998.0,2017,2017,3,20.51,95,18,395
88.0,1199.0,2021,2021,3,16.5,65,9,644
81.0,1197.0,2020,2021,3,21.01,177,18,640
81.0,1197.0,2021,2021,3,21.01,140,18,795
82.0,1197.0,2015,2015,3,18.9,65,10,332
117.0,1497.0,2016,2016,3,15.4,151,9,548
197.0,2199.0,2021,2021,0,18.9,52,13,2995
86.0,1198.0,2014,2014,3,18.0,11,9,349
88.0,1496.0,2017,2017,3,16.78,85,27,535
116.0,1497.0,2013,2013,3,16.8,152,9,340
103.0,1598.0,2018,2019,3,15.41,99,25,501
58.0,998.0,2016,2016,0,26.6,151,18,390
88.0,1199.0,2022,2022,3,18.3,151,9,850
88.0,1199.0,2022,2022,3,17.1,177,9,852
187.0,1995.0,2022,2022,0,20.37,27,2,6449
121.0,1591.0,2019,2019,3,15.8,177,10,1089
81.0,1197.0,2014,2014,3,18.9,138,10,379
191.0,1950.0,2022,2022,0,18.9,52,19,6095
83.0,1197.0,2016,2016,3,21.4,7,18,490
65.0,998.0,2017,2017,3,26.0,53,18,403
58.0,998.0,2021,2021,0,18.9,65,18,430
88.0,1197.0,2023,2023,3,22.35,11,18,750
84.0,1199.0,2022,2022,3,19.01,177,26,645
68.0,1197.0,2021,2021,0,28.0,99,10,624
69.0,1197.0,2022,2022,0,33.73,177,18,764
119.0,1498.0,2021,2021,3,18.3,27,9,1185
108.0,1198.0,2019,2019,3,17.0,85,26,725
88.0,1198.0,2012,2012,3,16.7,11,9,295
153.0,2179.0,2018,2018,0,18.9,27,26,890
88.0,1197.0,2015,2015,3,22.41,65,18,386
127.0,1248.0,2020,2020,1,18.9,8,26,925
81.0,1197.0,2019,2019,3,21.21,84,18,690
88.0,1497.0,2022,2022,3,18.9,66,10,1395
99.0,1498.0,2014,2014,3,17.97,47,22,325
147.0,2393.0,2018,2019,0,18.9,151,27,1598
100.0,2494.0,2013,2013,0,18.9,66,27,795
188.0,1995.0,2017,2017,0,18.9,177,2,1695
81.0,1197.0,2016,2016,3,18.6,53,10,468
88.0,1496.0,2017,2018,3,16.78,59,27,535
81.0,1197.0,2023,2023,3,18.6,40,10,942
153.0,2179.0,2018,2018,0,18.9,27,26,890
81.0,1197.0,2017,2017,3,18.9,40,10,398
167.0,1956.0,2022,2022,0,17.1,89,12,2190
121.0,1591.0,2016,2016,3,15.8,40,10,712
103.0,1462.0,2022,2022,3,19.01,66,18,1050
81.0,1197.0,2021,2021,3,18.9,40,10,729
67.0,998.0,2016,2016,3,20.51,7,18,349
104.0,1498.0,2018,2018,3,14.99,177,24,697
83.0,1461.0,2014,2014,0,20.45,140,24,420
103.0,1462.0,2017,2017,3,20.04,40,18,559
58.0,998.0,2018,2018,0,31.79,97,18,399
81.0,1197.0,2018,2018,3,21.21,125,18,650
81.0,1197.0,2017,2018,3,18.9,40,10,418
55.0,998.0,2021,2021,0,32.73,177,18,454
118.0,998.0,2021,2021,3,20.28,70,10,850
84.0,1199.0,2016,2016,3,23.84,125,26,395
88.0,1248.0,2019,2019,0,24.3,7,18,835
88.0,1496.0,2012,2012,3,17.6,11,27,260
74.0,1248.0,2016,2016,0,27.39,40,18,498
84.0,1199.0,2022,2022,3,20.09,40,26,651
103.0,1598.0,2021,2021,3,15.41,40,25,712
117.0,1497.0,2017,2017,3,17.14,70,9,765
113.0,999.0,2022,2022,3,17.2,6,25,1575
167.0,1956.0,2022,2022,0,14.6,27,26,1950
117.0,1497.0,2019,2019,3,18.0,177,9,875
120.0,1496.0,2021,2021,3,15.9,27,8,1049
190.0,1969.0,2018,2018,0,18.9,7,29,2575
113.0,1497.0,2021,2021,3,14.0,27,10,1399
81.0,1197.0,2020,2020,3,21.01,7,18,595
103.0,1462.0,2020,2020,3,17.99,27,18,910
71.0,999.0,2022,2022,3,19.17,151,24,851
81.0,1197.0,2017,2017,3,18.9,107,10,442
117.0,1497.0,2017,2017,3,17.8,140,9,645
118.0,998.0,2019,2019,3,18.15,61,10,875
184.0,1995.0,2014,2014,0,18.9,101,2,1150
81.0,1197.0,2020,2020,3,21.0,61,10,725
67.0,998.0,2017,2017,3,20.51,7,18,335
88.0,1199.0,2016,2016,3,19.0,177,9,515
194.0,1991.0,2021,2021,3,18.9,72,19,59
118.0,998.0,2020,2020,3,18.15,65,10,816
88.0,1197.0,2010,2011,3,17.0,7,10,285
187.0,1995.0,2020,2020,0,18.9,66,2,4850
82.0,1197.0,2015,2015,3,18.9,84,10,4
84.0,1199.0,2022,2022,3,20.09,40,26,622
118.0,998.0,2019,2019,3,18.15,11,10,860
183.0,1997.0,2023,2023,0,14.0,8,10,3099
88.0,1396.0,2018,2018,0,22.1,47,10,845
66.0,998.0,2010,2010,3,19.0,71,18,199
147.0,2393.0,2020,2020,0,18.9,177,27,1850
67.0,998.0,2015,2015,3,23.1,18,18,340
117.0,1497.0,2016,2016,3,18.0,65,9,509
67.0,998.0,2012,2012,3,18.9,138,18,299
121.0,1591.0,2017,2017,3,13.0,47,10,925
67.0,998.0,2011,2011,3,18.9,66,18,215
93.0,1373.0,2013,2013,3,16.02,27,18,545
105.0,1496.0,2018,2018,3,17.8,66,27,650
110.0,1499.0,2018,2018,3,17.01,7,8,475
83.0,1197.0,2020,2020,3,21.4,27,18,675
67.0,999.0,2016,2016,3,22.5,27,5,249
113.0,1493.0,2023,2023,0,14.0,70,10,19
81.0,1197.0,2017,2017,3,18.9,177,10,420
147.0,1498.0,2021,2022,3,17.88,177,28,1359
138.0,1353.0,2019,2019,3,16.5,7,13,1245
121.0,1591.0,2019,2019,3,14.8,99,10,1099
121.0,1497.0,2017,2017,3,17.0,7,8,475
73.0,1248.0,2022,2022,1,18.9,89,26,725
88.0,1198.0,2009,2009,3,16.0,140,9,245
83.0,1197.0,2018,2018,3,21.4,66,18,615
86.0,1199.0,2023,2023,3,19.33,48,26,775
67.0,999.0,2023,2023,3,21.46,107,24,449
117.0,1497.0,2017,2017,3,18.0,7,9,725
82.0,1197.0,2016,2016,3,18.9,110,10,304
81.0,1197.0,2019,2019,3,18.6,47,10,675
184.0,1995.0,2016,2017,0,18.9,8,2,17
117.0,1497.0,2019,2019,3,17.4,7,9,975
117.0,1497.0,2016,2016,3,18.0,99,9,501
88.0,1396.0,2019,2019,0,22.1,60,10,925
83.0,1197.0,2018,2018,3,21.4,177,18,635
140.0,2179.0,2015,2015,0,16.0,151,17,630
108.0,1461.0,2013,2013,0,19.01,66,24,379
88.0,1193.0,2017,2017,3,17.57,12,26,330
113.0,1493.0,2023,2023,0,20.8,6,13,1545
126.0,1582.0,2019,2019,0,17.6,177,10,1195
113.0,1497.0,2022,2022,0,23.22,27,26,1085
67.0,998.0,2017,2017,3,23.1,85,18,435
152.0,2179.0,2021,2021,0,15.1,7,17,1175
91.0,1373.0,2017,2018,3,20.73,99,18,536
88.0,1199.0,2018,2018,3,17.1,65,9,517
67.0,998.0,2020,2021,3,21.7,99,18,393
83.0,1461.0,2014,2014,0,20.45,63,24,335
81.0,1197.0,2018,2018,3,19.56,32,18,635
197.0,1991.0,2022,2022,3,18.9,72,19,53
74.0,1248.0,2018,2018,0,27.39,107,18,545
127.0,1248.0,2020,2020,1,18.9,27,26,999
93.0,1373.0,2017,2017,3,16.02,48,18,832
113.0,999.0,2022,2022,3,19.2,107,28,1278
81.0,1197.0,2019,2019,3,17.4,7,10,669
138.0,1353.0,2022,2022,3,18.9,7,13,1699
118.0,998.0,2021,2021,3,18.0,107,10,878
114.0,1493.0,2024,2024,0,19.1,169,13,21
88.0,1199.0,2017,2017,3,17.5,40,9,581
67.0,998.0,2016,2016,3,20.51,172,18,355
105.0,1496.0,2018,2018,3,17.8,62,27,745
147.0,1498.0,2023,2023,3,17.7,54,25,1590
82.0,1197.0,2016,2016,3,18.9,135,10,499
88.0,1248.0,2014,2014,3,18.9,65,10,399
117.0,1497.0,2015,2015,3,18.0,151,9,590
148.0,2393.0,2021,2021,0,18.9,21,27,21
86.0,1198.0,2013,2013,3,18.0,21,9,360
201.0,1999.0,2014,2014,3,15.0,48,19,1414
74.0,1248.0,2017,2017,0,27.39,110,18,485
188.0,1995.0,2017,2017,0,18.9,7,2,1675
58.0,998.0,2022,2022,0,30.47,107,18,576
103.0,1586.0,2013,2013,3,12.6,63,18,240
81.0,1197.0,2020,2021,3,21.21,86,18,675
160.0,1368.0,2021,2021,3,14.1,52,12,1895
140.0,2179.0,2011,2011,0,15.1,7,17,425
118.0,998.0,2021,2021,3,18.15,177,10,982
247.0,1997.0,2019,2019,3,18.9,7,14,6275
170.0,2143.0,2017,2017,0,18.9,7,19,2790
88.0,1248.0,2015,2015,0,28.09,11,18,545
117.0,1497.0,2017,2017,3,17.8,61,9,615
71.0,999.0,2019,2019,3,20.0,107,24,567
81.0,1197.0,2017,2017,3,18.9,107,10,507
201.0,1997.0,2021,2021,0,18.9,72,11,64
121.0,1591.0,2018,2018,3,15.29,107,10,839
100.0,1493.0,2017,2017,0,18.49,48,17,559
248.0,1998.0,2018,2018,3,18.9,125,2,35
261.0,2993.0,2021,2021,0,13.38,72,2,6950
88.0,1248.0,2014,2014,3,18.9,48,10,345
160.0,1368.0,2022,2022,3,14.1,7,12,1750
261.0,2993.0,2022,2022,0,13.38,177,2,1
84.0,1199.0,2020,2020,3,20.3,65,26,552
65.0,998.0,2021,2021,3,21.7,151,18,425
88.0,1497.0,2021,2023,0,23.64,177,26,795
67.0,998.0,2012,2012,3,18.9,94,18,245
98.0,999.0,2021,2021,3,17.4,40,22,849
88.0,1199.0,2021,2021,3,17.1,40,9,858
127.0,1248.0,2021,2021,1,18.9,7,26,990
72.0,999.0,2020,2020,3,20.0,85,24,590
231.0,1969.0,2020,2020,0,18.9,89,29,4575
138.0,1353.0,2019,2019,3,16.5,125,13,1375
113.0,1497.0,2021,2021,3,16.8,169,13,1525
87.0,1462.0,2024,2024,0,26.6,162,18,1325
174.0,1968.0,2015,2016,0,18.9,21,1,21
67.0,998.0,2014,2014,3,23.1,95,18,335
88.0,1199.0,2015,2015,3,19.0,7,9,375
82.0,1197.0,2023,2023,3,20.36,93,10,875
80.0,1373.0,2015,2015,0,22.8,8,18,599
88.0,1197.0,2010,2010,3,17.0,47,10,270
88.0,1199.0,2017,2017,3,17.5,177,9,545
67.0,998.0,2010,2011,3,18.9,156,18,235
117.0,1497.0,2018,2018,3,18.0,7,9,795
71.0,999.0,2019,2019,3,20.0,48,24,564
71.0,999.0,2022,2023,3,20.0,48,24,675
88.0,1248.0,2022,2023,0,18.9,48,18,932
88.0,1197.0,2022,2022,3,22.35,107,27,698
121.0,1591.0,2017,2017,3,13.0,99,10,755
103.0,1462.0,2016,2016,3,17.99,177,18,696
81.0,1197.0,2018,2018,3,18.9,177,10,519
85.0,1197.0,2016,2016,3,18.6,48,18,422
118.0,998.0,2023,2023,3,20.25,27,10,1150
81.0,1197.0,2017,2017,3,21.21,84,18,560
118.0,998.0,2020,2020,3,18.0,54,10,875
88.0,1396.0,2018,2018,0,22.1,168,10,9
138.0,1798.0,2017,2017,3,14.28,7,27,975
103.0,1462.0,2019,2019,3,17.99,8,18,949
68.0,1086.0,2016,2016,3,19.81,48,10,336
103.0,1598.0,2021,2021,3,14.4,107,28,972
245.0,1991.0,2018,2018,3,18.9,72,19,33
188.0,1995.0,2018,2018,0,18.9,151,2,2350
141.0,1451.0,2020,2020,3,13.96,62,16,1295
113.0,1497.0,2023,2023,3,17.7,6,13,1570
118.0,998.0,2022,2022,3,18.27,26,10,975
85.0,1197.0,2012,2012,3,18.6,61,18,349
167.0,1956.0,2023,2023,0,14.6,89,26,1995
58.0,998.0,2021,2021,0,32.52,99,18,555
87.0,1199.0,2022,2022,3,20.09,65,26,622
81.0,1197.0,2022,2022,3,18.6,177,10,730
88.0,1248.0,2017,2017,0,24.52,7,18,845
103.0,1598.0,2015,2015,3,14.3,168,25,520
218.0,2993.0,2010,2011,0,18.9,160,2,799
81.0,1197.0,2018,2018,3,18.6,151,10,599
86.0,1198.0,2013,2013,3,17.8,107,9,334
72.0,1199.0,2022,2022,0,26.49,99,26,651
98.0,999.0,2021,2021,3,20.0,40,22,875
88.0,1199.0,2019,2019,3,17.1,107,9,591
420.0,2995.0,2018,2019,3,18.9,72,23,79
258.0,2993.0,2012,2012,0,18.9,27,2,2050
100.0,2494.0,2015,2015,0,18.9,97,27,865
117.0,1497.0,2016,2016,3,18.0,93,9,525
108.0,1497.0,2020,2020,0,21.19,40,26,792
88.0,1199.0,2022,2022,3,17.1,48,9,932
127.0,1248.0,2020,2020,1,18.9,63,26,755
187.0,1995.0,2019,2019,0,18.9,99,2,35
67.0,999.0,2022,2022,3,21.74,40,24,476
88.0,3498.0,2005,2005,3,18.9,7,19,775
121.0,1591.0,2018,2018,3,15.29,11,10,835
81.0,1197.0,2016,2016,3,17.19,40,10,497
85.0,1197.0,2013,2013,3,18.6,177,18,322
71.0,999.0,2022,2022,3,20.0,65,24,672
117.0,1497.0,2014,2014,3,17.4,172,9,465
83.0,1197.0,2018,2018,3,21.4,177,18,531
187.0,1995.0,2019,2019,0,18.9,27,2,3611
86.0,1199.0,2020,2020,3,19.33,177,26,603
375.0,2998.0,2023,2023,3,18.9,72,2,109
88.0,2354.0,2014,2014,3,18.9,70,9,725
141.0,1968.0,2018,2018,0,16.65,168,28,21
81.0,1197.0,2015,2015,3,18.6,177,10,475
121.0,1591.0,2017,2017,3,17.01,107,10,635
184.0,1991.0,2015,2015,3,18.9,169,19,1650
81.0,1197.0,2019,2019,3,21.21,99,18,650
187.0,1995.0,2023,2023,0,18.9,8,2,6399
91.0,1373.0,2015,2015,3,20.73,151,18,5
121.0,1591.0,2019,2019,3,17.0,66,10,925
170.0,1956.0,2018,2018,0,17.1,11,12,875
84.0,1199.0,2017,2017,3,20.3,177,26,480
83.0,1197.0,2015,2015,3,20.85,65,18,333
118.0,998.0,2022,2022,3,20.0,65,10,941
98.0,999.0,2021,2021,3,17.4,110,22,749
218.0,1995.0,2012,2012,0,18.9,6,2,890
118.0,998.0,2022,2022,3,20.25,48,10,1079
245.0,1950.0,2019,2019,0,18.9,72,19,3750
118.0,998.0,2020,2020,3,18.15,162,10,930
86.0,1196.0,2015,2016,3,18.16,151,8,350
121.0,1591.0,2015,2015,3,13.0,7,10,695
81.0,1197.0,2018,2018,3,21.21,177,18,585
81.0,1197.0,2022,2022,3,17.52,99,10,743
141.0,1451.0,2021,2021,3,15.81,7,16,1345
108.0,1498.0,2016,2017,0,21.66,48,28,412
82.0,1197.0,2017,2017,3,19.1,177,10,495
82.0,1197.0,2014,2014,3,19.1,101,10,322
147.0,1498.0,2020,2020,3,18.9,52,25,2045
261.0,2993.0,2019,2019,0,13.38,7,2,3750
58.0,998.0,2020,2020,0,32.52,11,18,550
167.0,1956.0,2022,2022,0,14.08,40,26,1827
103.0,1462.0,2020,2020,3,20.04,7,18,845
83.0,1197.0,2014,2014,3,20.85,177,18,372
86.0,1197.0,2022,2022,3,19.65,27,10,841
191.0,1950.0,2018,2018,0,18.9,89,19,3975
71.0,999.0,2021,2021,3,20.0,177,24,726
81.0,1197.0,2011,2011,3,21.21,40,18,254
140.0,2179.0,2017,2017,0,16.0,66,17,965
83.0,1197.0,2018,2018,3,21.4,66,18,585
84.0,1199.0,2019,2019,3,23.84,177,26,449
88.0,1248.0,2018,2018,3,18.9,48,10,524
58.0,998.0,2021,2021,0,18.9,40,18,405
81.0,1197.0,2019,2019,3,18.9,40,10,591
88.0,1199.0,2017,2017,3,17.1,48,9,471
141.0,1248.0,2022,2022,1,18.9,70,26,990
81.0,1197.0,2015,2015,3,18.9,40,10,356
88.0,1199.0,2018,2018,3,19.0,11,9,645
53.0,799.0,2020,2018,3,21.74,177,24,395
81.0,1197.0,2015,2015,3,19.1,99,10,430
85.0,1298.0,2011,2012,3,17.5,94,18,285
83.0,1197.0,2017,2017,3,21.4,65,18,474
117.0,1497.0,2017,2017,3,18.0,7,9,645
147.0,1498.0,2020,2020,3,18.4,7,28,1745
119.0,1498.0,2022,2022,3,18.3,27,9,1240
147.0,1395.0,2018,2018,3,18.9,27,1,2199
190.0,2151.0,2024,2024,0,18.9,8,13,7650
136.0,2143.0,2017,2017,0,18.9,48,19,2222
74.0,1248.0,2015,2016,0,27.39,40,18,498
147.0,2179.0,2014,2014,0,18.9,89,14,1150
81.0,1197.0,2017,2017,3,20.89,177,18,504
98.0,999.0,2023,2023,3,18.24,54,24,895
67.0,998.0,2021,2021,3,21.79,11,18,525
113.0,1493.0,2022,2022,0,18.0,52,13,1775
117.0,1497.0,2014,2015,3,17.4,32,9,390
121.0,1497.0,2019,2019,3,17.0,47,8,775
117.0,1497.0,2017,2017,3,17.4,12,9,630
88.0,1199.0,2018,2018,3,17.5,27,9,550
81.0,1197.0,2014,2014,3,18.6,65,10,380
113.0,1493.0,2022,2022,0,18.0,27,10,1825
82.0,1197.0,2016,2016,3,18.9,7,10,455
160.0,1368.0,2022,2022,3,14.1,54,12,1675
67.0,999.0,2017,2017,3,21.74,65,24,323
325.0,2925.0,2021,2021,0,18.9,110,19,9080
67.0,998.0,2018,2018,3,23.1,98,18,475
113.0,1493.0,2019,2019,0,20.8,80,13,1350
167.0,1956.0,2022,2022,0,14.6,6,26,1690
88.0,1498.0,2013,2013,0,20.14,48,28,319
118.0,998.0,2022,2022,3,18.0,48,10,1096
117.0,1497.0,2015,2015,3,17.4,136,9,535
81.0,1197.0,2020,2020,3,18.9,48,10,570
177.0,1798.0,2015,2015,3,18.9,89,1,1375
58.0,998.0,2021,2021,0,32.52,59,18,545
340.0,2995.0,2020,2020,3,18.9,72,23,110
254.0,2987.0,2015,2015,0,11.74,47,19,2150
118.0,998.0,2022,2022,3,20.28,27,10,1111
108.0,1497.0,2022,2022,0,22.07,107,26,962
66.0,998.0,2013,2013,3,19.0,11,18,2
108.0,1497.0,2018,2018,0,21.5,177,26,755
138.0,1956.0,2019,2019,0,17.0,27,26,1299
148.0,1999.0,2017,2017,0,18.9,47,14,2750
73.0,1199.0,2011,2011,0,22.07,32,28,295
119.0,1498.0,2017,2017,3,18.6,40,9,719
58.0,998.0,2016,2016,0,26.6,7,18,345
248.0,1984.0,2017,2018,3,13.55,8,1,3150
88.0,1197.0,2015,2015,3,22.41,53,18,386
148.0,1968.0,2018,2018,0,18.9,89,25,2375
141.0,1451.0,2024,2024,3,12.34,6,16,2165
212.0,1996.0,2022,2022,0,10.0,7,16,3525
325.0,2925.0,2022,2023,0,18.9,72,19,144
88.0,1197.0,2023,2023,3,22.41,162,18,735
81.0,1197.0,2021,2021,3,18.6,107,10,719
88.0,1199.0,2018,2018,3,17.1,48,9,534
178.0,1798.0,2020,2020,3,15.1,27,25,1515
138.0,1353.0,2019,2019,3,16.5,52,13,1495
167.0,1956.0,2021,2021,0,14.6,27,26,1695
81.0,1197.0,2018,2019,3,20.52,177,18,431
187.0,1995.0,2019,2019,0,18.9,8,2,3525
117.0,1497.0,2019,2019,3,18.0,125,9,835
121.0,1591.0,2017,2017,3,13.0,66,10,865
190.0,1995.0,2014,2014,0,18.9,61,2,1585
88.0,1248.0,2017,2017,0,28.09,136,18,595
152.0,2179.0,2020,2020,0,15.1,27,17,1475
100.0,2494.0,2014,2014,0,18.9,99,27,890
70.0,1196.0,2012,2012,3,15.6,40,8,218
261.0,2993.0,2022,2022,0,18.9,8,2,5050
80.0,1197.0,2019,2019,3,24.79,107,18,630
41.0,1248.0,2023,2023,1,18.9,89,16,685
88.0,1396.0,2016,2016,0,24.8,152,10,525
98.0,999.0,2021,2021,3,18.24,40,24,805
113.0,999.0,2021,2021,3,19.2,48,28,1291
140.0,1248.0,2021,2021,1,18.9,137,16,16
65.0,998.0,2023,2023,3,24.35,177,18,565
53.0,799.0,2018,2019,3,22.7,98,5,276
261.0,2993.0,2021,2021,0,13.38,21,2,66
81.0,1197.0,2017,2017,3,18.6,136,10,495
81.0,1197.0,2015,2015,3,18.9,40,10,349
118.0,998.0,2021,2022,3,18.27,40,10,830
65.0,998.0,2021,2022,3,24.76,65,18,404
74.0,1248.0,2019,2019,0,27.39,65,18,619
119.0,1498.0,2021,2021,3,18.3,169,9,1275
81.0,1197.0,2015,2015,3,18.9,177,10,377
88.0,1248.0,2015,2016,3,18.9,48,10,384
140.0,2179.0,2018,2018,0,16.0,47,17,825
150.0,1997.0,2023,2023,3,15.2,27,17,1275
147.0,1498.0,2022,2022,3,18.41,40,25,1514
117.0,1497.0,2018,2018,3,18.0,93,9,775
141.0,1451.0,2022,2022,3,9.0,52,16,1695
126.0,1582.0,2015,2015,0,19.67,7,10,825
59.0,1086.0,2021,2021,0,30.48,177,10,526
82.0,1197.0,2014,2014,3,18.9,99,10,312
81.0,1197.0,2021,2021,3,18.9,40,10,664
88.0,1248.0,2019,2019,0,18.9,177,18,761
113.0,1497.0,2021,2021,3,16.8,151,13,1351
118.0,998.0,2020,2020,3,18.0,71,10,750
88.0,1496.0,2013,2014,3,16.78,151,27,366
84.0,1461.0,2019,2019,0,19.87,177,24,649
67.0,999.0,2016,2016,3,22.5,27,5,299
86.0,1198.0,2018,2018,3,18.5,151,9,399
88.0,1199.0,2017,2017,3,18.7,47,9,475
126.0,1582.0,2019,2019,0,22.0,162,10,1025
81.0,1197.0,2017,2017,3,18.9,65,10,437
190.0,1995.0,2014,2014,0,18.9,47,2,1345
121.0,1591.0,2014,2014,3,15.74,71,10,385
194.0,1950.0,2020,2020,0,18.9,8,19,3250
67.0,998.0,2015,2015,3,23.1,61,18,349
86.0,1198.0,2018,2018,3,17.8,125,9,525
181.0,1991.0,2015,2015,3,18.9,89,19,1475
117.0,1497.0,2019,2019,3,17.4,52,9,825
362.0,2999.0,2022,2022,3,18.9,7,19,128
117.0,1497.0,2015,2015,3,18.0,125,9,540
74.0,1198.0,2014,2014,3,16.47,65,28,329
335.0,2998.0,2021,2021,3,18.9,7,2,7975
178.0,2157.0,2019,2019,0,12.05,7,17,1750
67.0,998.0,2017,2017,3,20.51,177,18,410
78.0,1197.0,2011,2011,3,17.71,177,27,227
121.0,1497.0,2018,2018,3,14.8,177,8,789
88.0,1197.0,2017,2018,3,18.9,89,10,370
88.0,1248.0,2015,2015,0,21.58,27,26,351
118.0,1199.0,2021,2021,3,17.33,65,26,913
88.0,1497.0,2011,2011,3,17.0,47,9,290
88.0,1199.0,2022,2022,3,18.3,11,9,799
67.0,1198.0,2016,2016,3,20.63,27,5,299
81.0,1197.0,2018,2019,3,21.21,65,18,598
117.0,1497.0,2016,2016,3,17.8,135,9,5
85.0,1197.0,2012,2012,3,19.1,177,18,325
88.0,1199.0,2019,2019,3,17.5,138,9,619
160.0,1368.0,2018,2018,3,16.0,59,12,8
138.0,1353.0,2021,2021,3,16.5,27,13,1575
152.0,1999.0,2018,2018,3,12.95,135,10,1390
100.0,2494.0,2015,2015,0,18.9,7,27,945
118.0,1199.0,2021,2021,3,16.35,40,26,846
67.0,998.0,2012,2012,3,19.0,47,18,270
185.0,1796.0,2011,2011,3,18.9,7,19,455
88.0,1248.0,2018,2018,0,24.3,177,18,789
88.0,1197.0,2018,2018,3,17.0,48,10,612
121.0,1591.0,2016,2016,3,17.01,135,10,626
119.0,1498.0,2019,2019,3,18.6,65,9,768
113.0,1497.0,2020,2020,3,16.8,107,13,1163
121.0,1591.0,2018,2018,3,14.8,7,10,945
67.0,998.0,2018,2018,3,21.63,62,18,445
103.0,1498.0,2015,2015,0,20.34,47,28,575
67.0,998.0,2016,2016,3,23.1,53,18,359
187.0,1995.0,2015,2015,0,18.9,8,2,1850
153.0,2179.0,2019,2019,0,18.9,27,26,1099
261.0,1993.0,2022,2022,0,20.37,72,19,58
113.0,1497.0,2022,2022,3,16.8,52,13,1345
80.0,1197.0,2019,2019,3,24.79,48,18,614
167.0,1956.0,2021,2021,0,13.0,54,16,1560
281.0,2925.0,2021,2022,0,18.9,72,19,155
118.0,998.0,2021,2021,3,18.2,40,13,920
53.0,799.0,2016,2016,3,22.7,27,5,259
88.0,1498.0,2015,2015,0,20.14,48,28,406
113.0,999.0,2022,2022,3,17.2,99,25,1189
117.0,1497.0,2017,2017,3,18.0,139,9,675
113.0,1493.0,2021,2021,0,18.0,99,13,1750
375.0,2998.0,2023,2023,3,18.9,52,2,9595
197.0,1991.0,2021,2021,3,18.9,169,19,54
88.0,1496.0,2012,2013,3,17.6,48,27,266
121.0,1591.0,2019,2019,3,14.8,99,10,11
81.0,1197.0,2016,2016,3,17.19,65,10,450
120.0,1595.0,2017,2017,3,18.9,27,19,1499
75.0,999.0,2016,2016,3,18.78,48,28,347
117.0,1497.0,2016,2016,3,18.0,151,9,649
245.0,1999.0,2020,2020,0,18.9,99,14,50
118.0,1199.0,2022,2022,3,17.33,40,26,979
127.0,1248.0,2022,2022,1,18.9,32,26,1325
88.0,1197.0,2021,2021,3,22.41,177,18,705
183.0,1991.0,2019,2019,3,18.9,135,19,2648
